Run,AGE,agent,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,Experiment,GEO_Accession (exp),inoculation,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR10030488,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,374090264,PRJNA562704,SAMN12647814,247849433,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:54:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030489,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,349045496,PRJNA562704,SAMN12647814,240287674,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:52:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030490,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,381925642,PRJNA562704,SAMN12647814,256747198,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:52:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030491,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,383544066,PRJNA562704,SAMN12647814,254000522,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030492,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,372124905,PRJNA562704,SAMN12647814,250050125,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:54:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030493,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,346038524,PRJNA562704,SAMN12647814,240013272,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:54:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030494,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,378533658,PRJNA562704,SAMN12647814,248719179,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030495,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,386400447,PRJNA562704,SAMN12647814,249727497,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:54:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030496,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,381619713,PRJNA562704,SAMN12647814,247359390,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030497,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,365684034,PRJNA562704,SAMN12647814,243677512,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030498,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,277427002,PRJNA562704,SAMN12647814,192357290,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030499,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,367786147,PRJNA562704,SAMN12647814,247660788,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030500,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,348901773,PRJNA562704,SAMN12647814,241150313,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030501,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,385145017,PRJNA562704,SAMN12647814,256350727,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:56:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030502,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,379479018,PRJNA562704,SAMN12647814,252886517,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:55:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030503,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,353782497,PRJNA562704,SAMN12647814,242541767,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:54:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030504,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,356965714,PRJNA562704,SAMN12647814,239817485,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
SRR10030505,"grown for 10 days in water\, for 1 day in mock solution\, for 6 days with Hpa inoculation in water.",mock,RNA-Seq,101,386616688,PRJNA562704,SAMN12647814,247774943,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Col-0,SRX6766584,GSM4051654,Hyaloperonospora arabidopsidis hypha in leaves,Illumina HiSeq 2000,SINGLE,CAGE,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-08-13T00:00:00Z,2019-08-28T16:53:00Z,1,GSM4051654,mock-treated Arabidopsis thaliana Col-0 with Hyaloperonospora arabidopsidis Noco-2 inoculation,SRP219510,Arabidopsis leaves
