"","MEblack","MEfloralwhite","MEorange","MEsienna3","MEdarkturquoise","MElightcyan1","MEpaleturquoise","MEdarkmagenta","MEwhite","MElightcyan","MEplum1","MEcyan","MEroyalblue","MEgreenyellow","MEgrey60","MEdarkolivegreen","MEpurple","MEyellowgreen","MEpink","MEskyblue","MEdarkgreen","MEivory","MElightsteelblue1","MEskyblue3","MEgrey"
"SRR8689390",0.0100530859267346,0.0499655282327677,-0.0314358662784244,-0.0436656766984335,0.0398413490542849,0.0969992652040032,0.0338793851775884,-0.0908339667231525,-0.037008844089106,-0.0160274101452545,-0.0313509193077967,-0.0104327326050923,-0.0357778937385725,-0.101068824556544,-0.117452594635917,0.050236583279129,-0.0200699134098643,-0.143733319122629,-0.119623101542145,-0.0625565794025934,-0.0133931342694291,-0.0131735060388724,-0.0189291078632795,-0.0228713571603979,0.0495722880265129
"SRR8689394",0.0239810421368957,0.0600030527684971,-0.0279913950534252,-0.0489530114189073,0.0407650364601694,0.0882089297804064,0.0364186020141257,-0.0896954348391989,-0.0259218649511756,-0.018297947438031,-0.0343396132504085,-0.0182096312517693,-0.0932009091973049,-0.126019626452572,-0.0964495599030089,0.0627194167460094,-0.0149579912399895,-0.170805591506343,-0.119431686434818,-0.0651700318836615,-0.0136253084359734,-0.0124325636713284,-0.0203212456622644,-0.0177032720520369,0.0606447560327912
"SRR8689395",0.0225551051005772,0.0491337805802995,-0.0256044526760904,-0.0348051489574482,0.0309698460363189,0.0856154044136978,0.0363217427634795,-0.0891719470331496,-0.027731744021648,-0.0237034532262184,-0.0335160787072948,-0.016477944958586,0.0177980260645349,-0.128579125572959,-0.149308259819687,0.0466548541389009,-0.0241474965348457,-0.170846075252844,-0.117868182041376,-0.0653439119135152,-0.0168063689476112,-0.0135949723039775,-0.0203212456622644,-0.0237215878876003,0.0342611458544415
"SRR8689396",0.0218316590247904,0.0467102963991885,-0.026732801982511,-0.0352567834979223,0.0307037690990383,0.0855960993187247,0.0331384688560145,-0.0870986999212616,-0.0267675919970757,-0.0248873043479486,-0.030887571074637,-0.013264550094762,0.0294194098998076,-0.133893918477267,-0.160623172149899,0.0470766614151672,-0.0242419260162551,-0.16672413097287,-0.117739512740772,-0.0648854618012893,-0.0147801622444567,-0.0141508676997941,-0.018275862359181,-0.0231037092091031,0.0353949336619729
"SRR8689400",0.0684823932967713,0.101945676094245,-0.00756337734758817,-0.0303102274211887,-0.00921470415189624,-0.0444945079720201,0.0756647570088088,0.0222199314359182,-0.0237001391549141,-0.0357749376787356,-0.0177336019642414,-0.0132696368467862,-0.0441275580655194,-0.113253135245858,-0.129570846903931,-0.0612073039507225,-0.0202023777605066,-0.0660494885141616,-0.0445929667293653,-0.0338538071413206,-0.0155971583261666,-0.0140348950487442,-0.0203212456622644,-0.0152706031453386,0.0364681428449241
"SRR8689402",0.0692022940667983,0.102589734136289,-0.00843018949085607,-0.027887640659688,-0.0101769396728842,-0.0457143181865786,0.0750619583340692,0.0273067820511454,-0.0245103822802782,-0.036777677369871,-0.0200836986651674,-0.0165783826198057,-0.0397048312679436,-0.114873567798993,-0.136858339727962,-0.0598588542314347,-0.0183109201279477,-0.0641398361597258,-0.0444887043180328,-0.0346055363360907,-0.0171162025321385,-0.0144220541245621,-0.0125315812133204,-0.0138473912748808,0.029641986481022
"SRR8689407",0.0604256132721144,0.100574435242213,-0.0262385284598411,-0.0337588035952699,0.00910628697677753,-0.019678463879282,0.0945324383564919,-0.0125257363125854,-0.0151988692522087,0.00955610000144773,-0.0147007872700771,-0.00502024049960684,-0.0321973525376113,-0.155150057395086,-0.162237347003838,-0.0536991114955893,-0.028325013255258,-0.120466006557633,-0.0683240610840145,-0.0457029181804269,-0.0185678078327632,-0.0131957146372667,-0.0203212456622644,-0.014791737954306,0.0115966991469775
"SRR8689408",0.0605689754209387,0.101247234543381,-0.0299602925285285,-0.0331382892452685,0.0102572755154947,-0.0196453988077647,0.0951331611148029,-0.00857885126308576,-0.0156781382347662,0.0091741756659688,-0.0163578650885394,-0.0141693152752389,-0.0514072604775621,-0.153475211735122,-0.159235709763007,-0.051809628155833,-0.0310229199934589,-0.118827120115322,-0.0671934192247158,-0.0450671608824095,-0.0175880269265647,-0.0146126935621954,-0.0147186009332294,-0.0157478921961973,0.0246829085495241
"SRR8689412",0.0785409854871552,0.0978515935590343,0.000172041122404505,-0.0211576860683398,-0.0186026650330416,-0.0490514882010131,0.079723814902715,-0.00330742192955939,-0.0297993176211775,-0.0312184534578579,-0.0201437143908659,-0.0140742888804208,-0.0411514894060843,-0.0946654962369904,-0.109323512421296,-0.0631473040587167,-0.0234752970118938,-0.076586814344813,-0.0677620884340348,-0.042570236849112,-0.0221967548709372,-0.0171997816521787,-0.0169442102045846,-0.0181057693605736,0.0220579723679276
"SRR8689414",0.078647546386045,0.0971921118626558,-0.000995741216456439,-0.0280912710179971,-0.0168395583735412,-0.0492909507080705,0.0791526653470205,-0.00395903328897419,-0.0285676974777914,-0.0307714586245421,-0.0164503873912996,-0.0144610534161232,-0.0571884953351572,-0.0946592622643348,-0.103501206724923,-0.0612624653908441,-0.02130074267489,-0.0782593500335622,-0.0665807920836082,-0.041724673125202,-0.0193469591685103,-0.0144344331159993,-0.0145125233987794,-0.0203006575541505,0.0350249573315811
"SRR8689388",0.00913748526691125,0.0540927419914087,-0.0306933415504799,-0.0469990625889357,0.0369266624369868,0.0958564510084824,0.0323223920908215,-0.0922143095507239,-0.0402653121424246,-0.015997708494395,-0.02915698182507,-0.0173667500558943,-0.0253437221750899,-0.103940742934551,-0.126453432190612,0.049296239911632,-0.0218307859517479,-0.142834526027856,-0.11983000748465,-0.062112451883683,-0.0124132226368,-0.0161067400379792,-0.0190770270870197,-0.0244968874873157,0.0485001466661803
"SRR8689401",0.0700320126038094,0.102577796427066,-0.00745466862622429,-0.0335611300599792,-0.00550782010814441,-0.0440282310907829,0.0759724128517395,0.0280559571166857,-0.0234153960058584,-0.0341251982798876,-0.0185206663776477,-0.00984547768233663,-0.0785199743876645,-0.114477568404294,-0.117151683881845,-0.0529261709959197,-0.0164296076356009,-0.074564976836183,-0.0457590326315317,-0.0347591616751591,-0.0154521352495887,-0.0130386905750407,-0.0166270128895906,-0.01320667242813,0.0381808636873151
"SRR8689406",0.0606521511982705,0.101145192729691,-0.0253775057834271,-0.0297429210000302,0.0105333503586344,-0.0196376634081021,0.0943174076879985,-0.0100296549743897,-0.0137217391296395,0.0100617427196539,-0.0164785989342075,-0.0136498767763955,-0.0725902179679874,-0.152068484327766,-0.151464578140507,-0.0516326138993581,-0.0298503950524439,-0.117814556191467,-0.0672668553683638,-0.04453698693141,-0.0163018404326614,-0.0129906046578842,-0.0143809457824253,-0.0152094271048686,0.027265117023499
"SRR8689413",0.078270566659309,0.0986198481821205,-0.00275562213408922,-0.0235641932456799,-0.0155499395215623,-0.0483183879088744,0.0787418315792626,-0.00146393500960362,-0.0290278487509457,-0.0297893014776501,-0.0188699411631495,-0.013793239515812,-0.0672481836383376,-0.0955955187009521,-0.0986951639695804,-0.0602897708382328,-0.0213810151277031,-0.0771273005283565,-0.0664142499799263,-0.0421420918218466,-0.0179452832844278,-0.01503403081093,-0.0187164015831755,-0.0181733743352459,0.0395635650484587
"SRR8800677",0.106026647865764,0.0649797722570768,0.147119651265752,0.12558358617178,-0.172833440044675,-0.110582841714155,-0.0546741846070032,-0.063110142768169,-0.0692579146609864,-0.0636946827701755,-0.0342654647689857,-0.00698934476566559,0.0290991085870613,0.0592561896769667,-0.00449017658059832,-0.0859437633275908,-0.0262320715295492,-0.00037190440272898,-0.0895004034042021,-0.0470867857090918,-0.0347065738787334,-0.0199843922541396,-0.0203212456622644,-0.0337368381786968,-0.0787510961597422
"SRR8800678",0.108157129034789,0.0664201157012157,0.154111941897211,0.130642178257101,-0.172904255275589,-0.111947162628821,-0.062479662318307,-0.0650553072588097,-0.0704815968416724,-0.0646467030361847,-0.034308924131927,-0.001600227163212,0.0280852990806539,0.0611094265232272,-0.000427572595327918,-0.0842844142212786,-0.0318171557063404,-0.00930683134403808,-0.0959991343783637,-0.0472378403594839,-0.0378831528728934,-0.0190140370686486,-0.0203212456622644,-0.0300552052700468,-0.102639766298813
"SRR8800679",0.103800818887627,0.0639879839855022,0.147783666194281,0.123797929297755,-0.165454876131198,-0.106196693831641,-0.0540573398504037,-0.046887822213803,-0.0683393707879317,-0.0594019254592278,-0.0305332019156199,0.000171084675561174,0.03640491949109,0.0615806388727385,-0.00103168130379985,-0.079154478141002,-0.0277827527492689,0.000252083218691983,-0.0817409682066612,-0.0404732689549736,-0.0328131992758988,-0.0163308671924899,-0.0189873481412905,-0.0253638350085147,-0.0649701581205126
"SRR8800680",0.103424837870186,0.0633465240133296,0.147290716390394,0.125561140126724,-0.166622014532696,-0.107205878650226,-0.0583769651721805,-0.0526517288500778,-0.0684006048535947,-0.0602540107510867,-0.0217199155098253,0.00213445122065762,0.0326608478738398,0.0612923380517472,-0.000275612645184825,-0.0821712543111188,-0.0274164269546618,-0.00228548585587784,-0.0837464094867772,-0.0410404313440517,-0.0317986382473915,-0.0178348457371492,-0.0147126097456125,-0.0272820471405308,-0.0692307109386774
"SRR8800681",0.103027866888225,0.0680591860534093,0.146574101197706,0.124195460552155,-0.166306528605938,-0.106552656238404,-0.055244083245402,-0.0474079209873698,-0.0672526662113465,-0.0606593725505991,-0.0255911304611827,0.00145863476891954,0.0357813504011524,0.0593789586726284,-0.00121768808678615,-0.0850256233942922,-0.0285638762406489,-0.00182127128360472,-0.0833391630462689,-0.0419012180482035,-0.0317330734700643,-0.0159181719930865,-0.0203212456622644,-0.0294894051825681,-0.0656263815456771
"SRR8800682",0.0982206234670974,0.068909570569335,0.133427970482655,0.116005979905301,-0.156555896370254,-0.0967382430222974,-0.0497520238949154,-0.0528135473067747,-0.0557280188447284,-0.0581318048595698,-0.0232736924115002,-0.00780914728240727,0.0324766841577991,0.0592489290114722,-0.00684223256616646,-0.0780156776689253,-0.0345646142861794,-0.0189888395421849,-0.0895467719280102,-0.0461936313687378,-0.035634853880848,-0.0187568600405832,-0.0203212456622644,-0.0340018961533819,-0.0802116237966477
"SRR8800683",0.0986592310099478,0.0745669479383193,0.131828247919418,0.113732624065233,-0.158664136488578,-0.0976477397946456,-0.0542850507032712,-0.0650887650310352,-0.06102602415969,-0.0600255664605325,-0.0310033930380848,-0.00657645620907758,0.0280695380782848,0.0588980919132682,-0.0068345093516826,-0.073606509315155,-0.0331843472990476,-0.0173081202585717,-0.0901172344776157,-0.0474080853786768,-0.0369235098527366,-0.0192356403676056,-0.0203212456622644,-0.0390622311798046,-0.085111955559625
"SRR8800684",0.095321066751247,0.0686673770085583,0.130005166424339,0.112075145972469,-0.15065016785817,-0.0930069081136942,-0.0461892155347181,-0.0516442682542231,-0.0626220138868429,-0.0505794592032029,-0.0276492111659993,0.000674251522724865,0.0342558907005164,0.059171117026782,-0.00630730393504916,-0.0773064858684918,-0.0285939173547834,-0.0201793579840007,-0.0844683289455692,-0.0420950971800123,-0.0304476492563099,-0.0181418913532915,-0.0181837952113817,-0.0318282800455086,-0.0620517490010338
"SRR8800685",0.0960449017397054,0.0679680819178819,0.132147072228383,0.108737252395541,-0.151747276463589,-0.0933380265810659,-0.0473523507174665,-0.0533511465063763,-0.060210832123555,-0.0519178414365642,-0.0276195768461994,0.000947555291491115,0.0354623455386963,0.0583942423452462,-0.00705306155707026,-0.0783605597172943,-0.0329313970660376,-0.0162462472259421,-0.084246948600333,-0.0436391069831222,-0.0321516416134113,-0.0190171158209115,-0.0203212456622644,-0.0284594067775019,-0.0659372186255637
