"","MEblack","MEfloralwhite","MEorange","MEsienna3","MEdarkturquoise","MElightcyan1","MEpaleturquoise","MEdarkmagenta","MEwhite","MElightcyan","MEplum1","MEcyan","MEroyalblue","MEgreenyellow","MEgrey60","MEdarkolivegreen","MEpurple","MEyellowgreen","MEpink","MEskyblue","MEdarkgreen","MEivory","MElightsteelblue1","MEskyblue3","MEgrey"
"SRR8800686",0.095986195030561,0.0715189383755926,0.13516189423029,0.115403515464203,-0.151434536587143,-0.0929597579909356,-0.0458317928237472,-0.05820686382365,-0.0611738402130856,-0.052253470443125,-0.0267099448561926,0.00140910009499759,0.0345350142674657,0.0598943280101136,-0.00627880158364628,-0.0726392517676539,-0.0307569859006386,-0.00999384033906626,-0.0850488306743698,-0.0427242798225959,-0.0316345864083207,-0.0162590126019336,-0.0203212456622644,-0.0316552561623521,-0.0538725741290494
"SRR8800687",0.0942503136909619,0.0770723671920152,0.135332034678643,0.121871405791715,-0.149323172170721,-0.079114308109955,-0.0474626434643017,-0.0683953353732691,-0.0607165463594787,-0.0487536418391245,-0.0271586014923513,-0.00107835712078595,0.0363330563596348,0.0440608962546043,-0.0234529687059817,-0.0736599241276027,-0.0354692493325817,-0.0485967998145027,-0.0999399352500528,-0.0502346832246043,-0.0362949150613346,-0.0195792311675443,-0.0203212456622644,-0.0345101124302454,-0.0823525229438164
"SRR8800688",0.0948023846550997,0.0793121454486724,0.124871362241935,0.128170924391073,-0.151144031232292,-0.0812434138154512,-0.0516830576173316,-0.0732685411921927,-0.0606046852650993,-0.0500021101605823,-0.0286141555093837,-0.0015284076906017,0.0428682141645669,0.0461014855862465,-0.029256500982768,-0.0699662079260616,-0.0325908003669481,-0.0652053696060371,-0.104679413191917,-0.0527632403712184,-0.0368029973604665,-0.0196680239946717,-0.0203212456622644,-0.0377627877201242,-0.0878005008925945
"SRR8800689",0.091467380434427,0.0743628623882933,0.126897658984049,0.115233905195448,-0.143873900778584,-0.0762220055097018,-0.0423939783260195,-0.0601897558239445,-0.0557156945623941,-0.0441631665206649,-0.0239550755364362,0.00386501555207989,0.0394603106064181,0.0475406884321189,-0.0220511949983568,-0.067362715749355,-0.034155533854147,-0.0453868430296368,-0.0929329441963136,-0.0457401929063351,-0.030673720947475,-0.0185359135070666,-0.0203212456622644,-0.0287735151166247,-0.0628226542756551
"SRR8800690",0.0908693957055577,0.0725231049787236,0.12504242703634,0.1124838628905,-0.144528981676469,-0.0747272656619318,-0.0435077558073888,-0.0588332152954521,-0.058003785100706,-0.0434384641922182,-0.0270310768264918,0.00149129788270631,0.0379798533468912,0.0466216862187173,-0.0245267602686852,-0.0670521150758402,-0.0333819432258882,-0.0434613272090765,-0.0939422888515999,-0.0450139958481358,-0.0303258543661896,-0.0165818332623526,-0.0168970366575068,-0.0297101327926093,-0.0482028052240287
"SRR8800691",0.0911937773376632,0.0712230573201968,0.126078305009227,0.121516752582197,-0.143695721776627,-0.0767956900223602,-0.0426666349090339,-0.0614583047857112,-0.053413724606006,-0.0446314447416843,-0.0244348459969128,0.00348126475726621,0.0365543208143149,0.0470696254630742,-0.023093429182993,-0.0706749947126941,-0.0335774662794854,-0.0405066286988437,-0.0949695259192858,-0.0465297248007383,-0.0309474408780728,-0.0154925485506653,-0.0180341988542569,-0.0334280857420168,-0.0591290610958306
"SRR8800692",0.0881097407359123,0.0443962856526218,0.11876333058852,0.104424960406701,-0.140246713933239,-0.0708862188639599,-0.0475165012031018,-0.0401345447142965,-0.0612765405335441,-0.0395484902765346,-0.0215274462279749,0.00991145759140237,0.0144102450215308,0.0610402151229104,0.0072030044390812,-0.0699257731193193,-0.0314767292869234,-0.0176797348523296,-0.0801815140816526,-0.0404284059568441,-0.0257738793560953,-0.0155662703377479,-0.0157768947562543,-0.0242757786183109,-0.0307923222217078
"SRR8800693",0.0748585428624919,0.0405471665336313,0.111818571514576,0.100641221605309,-0.123703448933878,-0.0372438276138869,-0.0514624438270249,-0.0513195589031821,-0.0539544601792687,-0.02538734559945,-0.0287963063738182,0.0104242247397453,0.012940598645988,0.0642381919934669,0.021877901741568,-0.0498481280031512,-0.0281067475867996,-0.0184706019265588,-0.082589066236877,-0.0430546988308579,-0.0251034558334014,-0.0163847339612999,-0.0194392445560709,-0.0265836337206241,-0.0261608348008361
"SRR8800694",0.0754124278655329,0.03439271943921,0.110374442565237,0.098436247104372,-0.124409621671329,-0.0371810494163424,-0.0507040940090129,-0.0499857313370683,-0.0529867905968991,-0.0272952866194828,-0.0281273225708714,0.00946015179492792,0.0145083581456447,0.0645172774581726,0.023981562295064,-0.0483773499419115,-0.0302016502097993,-0.0232193712547513,-0.0838725441351028,-0.0431917430183482,-0.0260635905637251,-0.0172781960064789,-0.014069732507989,-0.0275451305212037,-0.0297102648112224
"SRR8800695",0.0939458157060078,0.06515975714826,0.12815857973599,0.110207347744813,-0.150803619830834,-0.0880332091543805,-0.0520117758817562,-0.052936004312291,-0.0641438636084268,-0.0507318990384481,-0.0255936025386247,0.00940022572367029,0.0149043260821646,0.0619939119532032,-0.000767497525829527,-0.071586892166626,-0.0307295415350656,-0.0062929385167823,-0.0866319365709575,-0.0424348194616367,-0.0266641946786135,-0.0163376534041276,-0.0203212456622644,-0.0260037035123938,-0.0361145555767357
"SRR8800696",0.0952560242267647,0.0633113322918664,0.127871421025657,0.110835481356701,-0.151833310238417,-0.0883917839414398,-0.0492075105375298,-0.0603712438297427,-0.0657111599376666,-0.0522880353237122,-0.0202156039178991,0.010146216082834,0.0135890217253225,0.0628298442274806,-0.00248620087316801,-0.0747860829392899,-0.0320944104802109,-0.0106658541142634,-0.0883763932364366,-0.0429091783212411,-0.0293811942889814,-0.0155683859770923,-0.0203212456622644,-0.0281576929956445,-0.0451592345778752
"SRR8800697",0.0989838238431837,0.0594628848097552,0.135669407560342,0.116397231672686,-0.155636273140239,-0.0950895359196963,-0.0488547334610709,-0.0536845948460376,-0.0684181420737293,-0.0706143271263292,-0.0287560279858051,-0.00971393838947104,0.0328012915755447,0.062628622223942,-0.00840859334709703,-0.0756521212427724,-0.0312320492665374,-0.0185647841662816,-0.086679613858259,-0.0463375661536377,-0.0369614287759767,-0.0194797214491427,-0.0203212456622644,-0.0345202691483157,-0.0873919058329237
"SRR8800698",0.0987429596715155,0.0612454874758981,0.132646375349252,0.114751504092668,-0.15733186755797,-0.0946309142978998,-0.0518845535044711,-0.0602167126887283,-0.0668106724081009,-0.0689623304441638,-0.0306625848197277,-0.00614098736065298,0.0333986603607125,0.0646927140883454,-0.013910834663873,-0.0832724641172228,-0.0284412184170976,-0.0154293464052016,-0.0917948293049279,-0.046783302147129,-0.0394318325156915,-0.0191559422267675,-0.0203212456622644,-0.0382748855457872,-0.0814162017271511
"SRR8800699",0.0949172233414617,0.0657455678097396,0.127635694525473,0.108533731305183,-0.148883872547813,-0.0897440876769892,-0.0489596423661024,-0.0425782911285806,-0.0665821874028862,-0.0629932605288065,-0.025221112928513,0.000497261256276684,0.0353496922360128,0.0646017704119983,-0.00820533341262981,-0.0809270671890544,-0.0285299590420741,-0.00487668655666857,-0.0789720882204756,-0.0414024721312567,-0.0318999667060312,-0.0188796187885553,-0.0138537882519391,-0.0292372810190635,-0.0579728537418509
"SRR8800700",0.0947401458665486,0.0637011140392571,0.128600834796082,0.116255848229878,-0.149998291013987,-0.0886539387303879,-0.0481107576417305,-0.046480682908047,-0.065870191478723,-0.0646355258727508,-0.0280378474042298,0.000120831865690986,0.035852503981667,0.0634531813497833,-0.00952438171256329,-0.0818328912803056,-0.0299258849570501,-0.00740993815980558,-0.0801482794105855,-0.0413911516366217,-0.031850629319833,-0.0173242401213475,-0.0190424658237562,-0.0289503855754593,-0.0644739410053007
"SRR8800701",0.095412392492448,0.0614266749380074,0.129685180679888,0.112491696009646,-0.1500525147033,-0.0898418818215625,-0.0481328031193845,-0.0466136617408764,-0.066298578668545,-0.0655079805333202,-0.0253949695074114,0.000311792052756637,0.0372960292290506,0.0625593245897935,-0.0108029766108117,-0.0814377668098468,-0.0305446265743432,-0.00967874744509013,-0.0780558922984909,-0.0408160657554974,-0.032995885057275,-0.0184247034850351,-0.0190462604211927,-0.0295925718947113,-0.0597035721144508
"SRR8800702",0.0940102539093544,0.0827247418463466,0.123997491072267,0.112601707968667,-0.147548385124507,-0.0858415378850138,-0.046978907253961,-0.0551240525821214,-0.0609298300189428,-0.0690855032875514,-0.031082369325285,-0.00281584230152442,0.0272118441866626,0.0650004941403656,-0.0134519131215677,-0.0837908777331458,-0.0310808167314401,-0.00517379810770737,-0.0827578830544394,-0.0436370275387302,-0.0368634591627847,-0.0186109332661314,-0.0133279758868435,-0.0370046750318816,-0.0921692655489634
"SRR8800703",0.0942872291678453,0.0695352606452812,0.122796444449353,0.121397617098664,-0.149756853518131,-0.088040241668664,-0.0477394897914772,-0.0610024860580486,-0.0623385830054627,-0.0731884875918835,-0.0300957304127576,-0.00744778275960362,0.0306486043235879,0.0641435388887488,-0.0124106285994037,-0.0806619068958895,-0.0310124406999199,-0.0115868687027634,-0.0883095026363797,-0.0471648037162225,-0.0381625568558456,-0.0191004067988766,-0.0203212456622644,-0.040404503123154,-0.101203362245885
"SRR8800704",0.0903827028460052,0.075033791789087,0.122382207988553,0.111100098815983,-0.142112388535507,-0.0836939315056439,-0.044138438480294,-0.044237280237838,-0.0619768239133309,-0.0620753097455512,-0.026358573857328,0.000447745160252494,0.0301198212775197,0.0644855926327,-0.00928762627573699,-0.0784941964785055,-0.0281906838604842,-0.00552494148125542,-0.0779115859929708,-0.0404848844942144,-0.0313803179905853,-0.0183860665105717,-0.0203212456622644,-0.0310089285142483,-0.0649898541473931
"SRR8800705",0.0904112479936752,0.0759506745631073,0.117365890462502,0.107995646591335,-0.142405496899089,-0.0827328144648111,-0.0428942637856238,-0.0475351283263112,-0.0596965592657412,-0.0618081762685786,-0.0256433042592248,0.000749400405313668,0.0308081763427164,0.0646181827298739,-0.0121917160786915,-0.0757291627242596,-0.0294071927496498,-0.00206100149617863,-0.0745064345897471,-0.0397951985483881,-0.0311905994817965,-0.0179641073702542,-0.0160749167301964,-0.0307516887237449,-0.0609285798665874
"SRR8800706",0.0922056496005751,0.0730251669736664,0.118472184347542,0.110502906018289,-0.144303886170776,-0.0853224928233075,-0.0431799191431273,-0.0525222292498736,-0.0613214852330909,-0.0652443707188478,-0.0289697668532861,-0.00110385113929769,0.0332814228841282,0.0623363866173827,-0.0157516123980833,-0.0743102233669016,-0.0312290269980007,-0.00826728910885177,-0.0811431996422789,-0.0432463174341114,-0.0349193378010944,-0.0180543862477067,-0.0203212456622644,-0.0307132794377643,-0.0663050326823727
"ERR9604272",-0.0890402370315437,0.0131310765035035,0.112147874432,0.0388809782852798,-0.0113708396245393,-0.0793848183513783,-0.115628314529964,-0.060209045083676,-0.0637807858408257,-0.0616207699979568,-0.0210227750118335,-0.0234708327776133,0.0645890662110494,0.102396507611875,-0.0278183886493218,0.0905933694740106,0.155501235425887,0.104161104132527,0.0817536781064963,0.13748774885988,-0.0186228727531081,-0.00767572395280109,-0.00601291625428143,-0.0186345826790877,-0.0192913571319816
"ERR9604276",-0.084983407533647,0.0096791199504511,0.105564368655428,0.00651614973659706,-0.000635829439237802,-0.0871726329737156,-0.109912448786059,-0.0572808825968113,-0.0639178573767333,-0.0657048446315618,-0.0230007336653343,-0.0255544927865129,-0.0745110718771971,0.142278364620786,0.0745922887517485,0.0961694207441537,0.177535350393079,0.116087401191595,0.0828375892221139,0.140015762126002,-0.0136905685302501,-0.00426877572075027,-0.00717310544757944,-0.00865151452659825,0.0245243450773627
"ERR9604277",-0.0832642422779442,0.0189003146055795,0.104871410146009,0.0214702663213864,-0.00244864328264345,-0.085011759885458,-0.106133036233321,-0.0555480998971052,-0.0605200127480098,-0.0652687184111378,-0.0219286882318124,-0.024364897799212,-0.0242980752947059,0.130382729605512,0.0396902138813544,0.0948000622124936,0.173833417868424,0.110804698636948,0.0813549747530764,0.138556304903982,-0.0143660511216692,-0.00507261113177272,-0.00285471832290197,-0.00764007053086267,0.0168697295149071
"ERR9604278",-0.0853702356646275,0.0126076515034364,0.104627261436179,0.028431332730284,-0.00330243181171164,-0.083672169798346,-0.108587925604584,-0.0583506489576243,-0.0614613585107321,-0.0649114743027398,-0.0218885502685246,-0.0240683594462875,0.0163793579262819,0.126161686739341,0.0214967367439243,0.0945450384208621,0.178561549313979,0.110106869883062,0.0826547420299102,0.139882045263795,-0.0157134873307599,-0.00481285368458133,-0.00588796472361202,-0.000888462536211853,0.00148341024427577
"ERR9604282",-0.0868737192171712,0.0137564809183551,0.0762598713480152,0.014112291459421,0.000917012891125951,-0.0734580274933375,-0.0961805532311929,-0.0511293867465225,-0.0516394842707409,-0.0541372979368184,-0.0111769891426736,-0.0205466865707687,-0.00992669766079827,0.130816090455393,0.0428059661459796,0.087538904010466,0.139260757109568,0.122138294656113,0.0941752623536588,0.12654470832101,-0.00859183988281258,-0.00323170544338896,-0.0123727425343664,-0.00141423396799626,0.0270173628672275
"ERR9604283",-0.0842608740392264,0.0217184611848829,0.104265558927839,0.0319303656023976,-0.00868989722530908,-0.0745709917661963,-0.110817405322038,-0.0601592367999102,-0.0595247604678226,-0.0597964019634554,-0.0206680730897343,-0.020220630495047,0.0330505730611777,0.0960888347158286,-0.000139674165086177,0.0925205831726577,0.144965540794323,0.0942211771730875,0.0750583724761477,0.131994633515576,-0.0159485947336927,-0.00477608511040574,-0.00687799527316137,-0.0196912015513631,-0.0058594369844375
"ERR9604284",-0.0876888402024276,0.0140841624620282,0.0771277443249186,0.016023169630505,0.00111014269051403,-0.0715098836213382,-0.0953547422706038,-0.0508143594310912,-0.0508649907399695,-0.0528770460134749,-0.0128523464646712,-0.0218031742528193,0.0066770163928887,0.132023130956473,0.0401142698900969,0.0893506007439707,0.141331119769947,0.123851041551698,0.094312286835765,0.127236748094585,-0.010080544511618,-0.000772014824528041,-0.00425953104939357,-0.00620605121190616,0.0287340001128769
"ERR9604285",-0.0882943345047476,0.0167337323093661,0.0781152533549428,0.0187485255429829,0.000691840028364169,-0.0713267004646081,-0.0957006044869513,-0.0501643715586865,-0.0498104370796314,-0.053348870223022,-0.0106703155183886,-0.0203383927942079,0.0171691273893975,0.1307481263492,0.0319707985727308,0.0903620967479438,0.141449863609524,0.124198364540713,0.0937775213116424,0.128162767523869,-0.00926356151866563,-0.00288005230697933,-0.00198325503788691,-0.00372784080034684,0.0239006929095099
"ERR9604289",-0.0785172261616994,0.0403738708346898,0.0709426979837066,0.0321117770415628,-0.00132124031822639,-0.0514473816948624,-0.0972805149535527,-0.0280446252266072,-0.04317685043803,-0.0401120095550897,-0.0146810220098186,-0.01684427335806,0.0305412628741553,0.107612832018343,0.00530247101647949,0.1053454143229,0.132976083826025,0.11366073903584,0.0821453239073509,0.117821692543163,-0.0104874351194513,-0.00303949328638735,-0.0094680798392122,-0.00768221269187853,0.0181709754423434
"ERR9604290",-0.0650983972530646,0.0243490832448258,0.0624551825522155,0.0378901083967445,-0.00179938442343657,-0.0439833134901444,-0.0839072457522771,0.000796110523326491,-0.0338741565685302,-0.0373506414984309,-0.016728178990052,-0.00808261018760556,0.0343605110449127,0.102721691117103,0.00558460662525945,0.101733510335562,0.125985986395456,0.108010255440693,0.0781692791255299,0.107033966596746,-0.00756133214848039,-0.00471232474161937,-0.00955880936676954,0.00155918830051763,0.0246391432997662
"ERR9604291",-0.0709553014149555,0.0279800109370101,0.0647336164490204,0.0379233458419308,-0.00320760916128742,-0.0491014996740781,-0.0856775431210137,-0.0164220636010891,-0.0359176793523141,-0.040707304307076,-0.0138748519304516,-0.0175982233209112,0.0643991878436332,0.0990742430686994,-0.0278606978651259,0.0999786898172767,0.121082078787439,0.110046844528199,0.0809920318517609,0.111559797048316,-0.00922875479615157,-0.00684886759728761,-0.0122183715560811,-0.0035869137243747,0.00721077998710538
"ERR9604294",-0.0886984114474802,0.011006352860248,0.113703783945484,0.0395834651268352,-0.0125497538321278,-0.0812971971513271,-0.112198397009373,-0.0580761919115716,-0.0647953287234206,-0.0616588304976179,-0.0187183644552856,-0.0254757377680543,0.0678892584679644,0.109250852578299,-0.0259046438407016,0.0873349106881464,0.161627433553898,0.111737556461444,0.0842633726537243,0.139395000460039,-0.0163886526041041,-0.00589972929725592,-0.00325517314883514,-0.0127300087675975,-0.0150232467527391
"ERR9604296",-0.0962606116982537,0.0252891449534269,0.0713893936497536,0.0325528551008748,0.00871555004413499,-0.0359553113970121,-0.105212629652666,-0.0654960293280219,-0.0423763205202594,-0.0358440212232796,-0.019936338198627,-0.0200071176785588,0.0390648469590269,0.0904940467287948,-0.016701387258243,0.124908030827878,0.151070210353176,0.085314763308886,0.0712911312365812,0.124552856815497,-0.014965308813365,-0.00441024527118096,-0.00706192626937829,-0.0129425928733667,0.00348998201168611
"ERR9604297",-0.0999719541363638,0.0216618122598701,0.0622564295200175,0.0237362258082002,0.016169577305954,-0.0240354569702075,-0.107494826639923,-0.0689829902736702,-0.0371441372656173,-0.0273746535450488,-0.019213222936211,-0.01569848513394,0.00114429774102653,0.0912069112823071,0.0188197880865065,0.132994597435921,0.146626865111562,0.0850483813059499,0.0671801932858003,0.119907463414798,-0.0144322966620109,-0.00258738795239627,-0.0130062534608886,-0.00743452313143344,0.0153098118043216
"ERR9604298",-0.0988263703202673,0.0273184824760006,0.0691965257279084,0.0297190727439681,0.010962369018541,-0.0273387720060425,-0.1087954149599,-0.06557348097865,-0.0398136301770814,-0.0294634239012605,-0.021011373519484,-0.0171155293984336,0.0392398849548376,0.0882428582050606,-0.0192105961243815,0.130029645498107,0.146221743594105,0.0833958219619085,0.06792655338934,0.122632428699435,-0.0160873589276838,-0.0028781206812754,-0.0113114259647997,-0.00869223687136645,0.00348924289851663
"ERR9604338",-0.0860368705855462,0.0218356373928932,0.100863797870441,0.0258903838290466,-0.00351732988375966,-0.076679011624704,-0.10923702350845,-0.0620834227439766,-0.0592057643036726,-0.0643169576263777,-0.0242727486773125,-0.0253902707788823,0.0208999746228759,0.0972944068791967,-0.0038142659556982,0.0938707845935698,0.15028416920388,0.0994981688504769,0.075375077519119,0.13457293896925,-0.0174061245419344,-0.00513522642858291,-0.00430348417524233,-0.0211795940607548,-0.00439493001250176
"ERR9604342",-0.071974301971571,0.0180942789891358,0.10083172399714,0.0358467558885186,-0.00366472554636212,-0.0802628378674926,-0.103644763575497,-0.0318181042602705,-0.0471554202863945,-0.0623739674397397,-0.0202568718694927,-0.0206873606239304,-0.00219281986617312,0.11106697291697,0.0260314018906537,0.0894393556001417,0.157193219513554,0.105259306659126,0.0780524575849078,0.132243619221371,-0.0158417980912806,-0.00650514572903604,-0.0101577836409702,-0.00223039343957215,0.00331626677151195
"ERR9604343",-0.0625612371605166,0.025686773190586,0.0974436909781838,0.0384774624915286,-0.00732168602363773,-0.0774829362951373,-0.0980358903779345,-0.0225783851592102,-0.0430291612463061,-0.0626571447306147,-0.0214856009007467,-0.0223074784421649,0.02791871464466,0.0998087939984421,-0.00698715971969541,0.0874263675489083,0.146589045171264,0.0985131774942127,0.0759200283687018,0.128447555208744,-0.0149856433128227,-0.00453728431674951,-0.00977894846632929,-0.00832169812362497,-0.00144185196480924
"SRR10030449",0.0164922666706758,-0.0627936684154571,-0.0560675034917368,-0.0399874398872093,0.0473159477362219,0.0352643282771221,0.0690463106873156,0.0685177867751486,0.100564035257875,-0.0312727674846357,-0.0283723024937122,-0.036596251632894,0.023174233255812,-0.041424674882369,0.000874507677416308,-0.0218267591973502,-0.0379678188925028,0.0309691988388408,0.0439115562224066,-0.0325873392843061,-0.0286821572053308,-0.0167648573010171,-0.0203212456622644,-0.0196143142798965,-0.0754394012461826
"SRR10030450",0.0173086265465876,-0.0640885211220978,-0.0558925959511121,-0.0419326750914327,0.048622843598947,0.0352991064809742,0.0693097523257908,0.071617820268773,0.0980364577017104,-0.0293430658743264,-0.0291312829027301,-0.0345753184340203,0.0245488118422914,-0.0402422787586423,0.00262982444087362,-0.0216491532109552,-0.0403630885785957,0.0271115336950982,0.0420305321117834,-0.0331192966232506,-0.0267590951242462,-0.0160567688125197,-0.0203212456622644,-0.022034577675457,-0.0662506970184928
"SRR10030451",0.0167534578941812,-0.056089645513614,-0.0597608801157839,-0.0507430537869509,0.0474611783646189,0.0354944004217932,0.0689876681865828,0.0679156907964809,0.0980713608850316,-0.0297751213364386,-0.0287941436509383,-0.0359414293666923,0.0215508554450058,-0.0413749470897372,0.00275582822926386,-0.0190697048141776,-0.0396318298097395,0.0335566512742415,0.0430379760760792,-0.03421905595665,-0.027802510865079,-0.0157150816317759,-0.0203212456622644,-0.0261146600201415,-0.0756881724368591
"SRR10030452",0.0174515392996781,-0.0594927923839411,-0.0566526752275958,-0.0423814983426358,0.0470344059936225,0.0346437374674294,0.0705107393109829,0.068769136135801,0.0975766697482124,-0.0294417961228949,-0.0248647721738348,-0.0380650369719063,0.0239985457812695,-0.0402924023582815,0.00157501991053673,-0.0220580762436435,-0.0389906779934037,0.0331919311535716,0.043922921460554,-0.033593726903354,-0.0261991964988114,-0.0162060623466199,-0.0141820991394119,-0.0240302725581302,-0.0675603287900933
"SRR10030453",0.0172278960040167,-0.0627998757801896,-0.0556758092465874,-0.0413656554089354,0.0469431475870775,0.0346782997383892,0.0680766682479696,0.0653918316140589,0.101234252156712,-0.029277684905715,-0.0279095334426526,-0.0365018234265737,0.0227917892218401,-0.0412724368455905,0.00196941290466866,-0.0187022101499492,-0.0409150121910622,0.0294670053368838,0.0426025693090054,-0.0334771575474889,-0.0284238305280538,-0.0156211643865747,-0.0203212456622644,-0.0222744860032842,-0.0743474144902003
"SRR10030454",0.0164407263338822,-0.0632849743558528,-0.0598605731673254,-0.0433748610050944,0.0464175693812506,0.0362023400124231,0.0696980575359964,0.0688355793595279,0.100898629490152,-0.0291738628889872,-0.0280087805808433,-0.0376754099900868,0.0254529536330717,-0.0412089805181922,0.00159304690145396,-0.0198968730353263,-0.0383095303591842,0.0310679296621794,0.0429190817989445,-0.0331811314830286,-0.0283224089314871,-0.0137377291743797,-0.0203212456622644,-0.0230462852855405,-0.0674537693097846
"SRR10030455",0.0169159659650971,-0.0523778615909918,-0.0569253498359055,-0.0460747956402383,0.04620267505524,0.0340283289549885,0.0682507580539908,0.0678494867793029,0.100532471565133,-0.0303774786033406,-0.0286802642034849,-0.0371271300516497,0.0255594737038165,-0.041033309722451,0.00260536913669675,-0.0195593206376905,-0.040196912082443,0.0338102758603346,0.0427501574717549,-0.033551396497103,-0.0274718829561379,-0.0151937742273176,-0.0203212456622644,-0.0249131975360915,-0.067981170156931
"SRR10030456",0.0166591736415423,-0.0639070897775512,-0.0540530858394592,-0.0480438942756433,0.0471834865213602,0.0355797860944768,0.0689636260409029,0.0626296278806031,0.0993606544996244,-0.0295110751496553,-0.0280628633756232,-0.0347219826750167,0.0220968206236178,-0.0403715871000521,-0.00144160504571532,-0.0200642292142158,-0.0371277307667973,0.0275572961735213,0.0438765809383851,-0.0330685305208264,-0.0263501897962526,-0.0171052304142656,-0.0203212456622644,-0.0231738926693927,-0.0684320285105443
"SRR10030457",0.0171266472762732,-0.0574071824369616,-0.0560976785111228,-0.0433153171318812,0.047206779130567,0.0353416282964256,0.0684098781394373,0.0629257149485473,0.0967279725350351,-0.030005428564006,-0.0249521013373254,-0.0350945451984315,0.0236938027519917,-0.0399988105017804,0.00230976271012349,-0.0226392059212078,-0.0357213409047732,0.029245464555933,0.0437171904752784,-0.0326775548706614,-0.0288263177148806,-0.01646328880829,-0.0179880451197526,-0.0242280722837421,-0.0666234646819814
"SRR10030458",0.01703636537086,-0.0632182839389363,-0.0594855859815397,-0.04102470081912,0.0474405621116519,0.0345026761561834,0.0692963325948521,0.0715371869166356,0.102744130903707,-0.0299534351963814,-0.0293377616308542,-0.0360607004824332,0.025161565082968,-0.0399646151825825,0.00283575428983107,-0.0224915127314543,-0.0400318331941836,0.0266276321458484,0.0428868992200625,-0.0327169820896172,-0.0277894033675044,-0.0166602994727219,-0.0180849365086986,-0.0199139119338911,-0.0799278576844601
"SRR10030459",0.0172775682138629,-0.0558523472164873,-0.0582478648195734,-0.0419079167413336,0.0474913114056785,0.0360314353922921,0.0665728252990236,0.0690875245407148,0.0963959126706577,-0.0297561252421038,-0.0271956087787652,-0.0352603363059524,0.0215622609847936,-0.0401206505278889,0.0021348279723723,-0.0220637818673179,-0.0380944582462979,0.0290527244594176,0.0436146166265702,-0.032939134122295,-0.0284488297978929,-0.0149732781423185,-0.0203212456622644,-0.0237493191092836,-0.0646519467072161
"SRR10030460",0.0172170198426449,-0.0649188324694228,-0.0588669307351569,-0.0453556286573008,0.0476587220642987,0.0361745038914688,0.0704037353951014,0.0701473374039798,0.100228442258692,-0.0304009152880686,-0.0281013928527378,-0.0365062931779516,0.023744944645824,-0.0403543653082896,0.00191136887873948,-0.0242908238582974,-0.0378218715337353,0.0283854417770421,0.043601511137997,-0.0327717531599156,-0.0279750232773018,-0.0167821503464064,-0.0203212456622644,-0.0234573607736654,-0.0749032142715324
"SRR10030461",0.0172017609672335,-0.0664719717192484,-0.0570681456040284,-0.0388796637112035,0.0475052422473453,0.0357963201184091,0.0686967396523862,0.0706495320578857,0.0995722945049361,-0.0303961422949613,-0.0288039762099799,-0.0358190919473522,0.0220105739394135,-0.0390972881002264,0.00197692903631472,-0.0203392151074997,-0.0385572625436344,0.032095320101419,0.0434006178042742,-0.0323050621422412,-0.0253535350244638,-0.0166408819772079,-0.0203212456622644,-0.0252687120564165,-0.0747250474337288
"SRR10030462",0.0169612834853101,-0.0588898875207955,-0.0565258124910064,-0.0501320495887483,0.0472956274285127,0.0360471172771604,0.0691744114204314,0.0689573795224786,0.10055877925705,-0.0312424039410127,-0.0276220698617698,-0.0373018748843583,0.0251767920784664,-0.039870403201418,0.00563474231120431,-0.020516293425531,-0.0374702966193478,0.0335896959290767,0.0434753362244436,-0.0330327878298724,-0.0275417835447999,-0.0169317377080067,-0.0172289393130773,-0.0251821677674835,-0.0740688456936135
"SRR10030463",0.0169012257173025,-0.0649440154976744,-0.058783091110546,-0.0420793629606892,0.048153696282414,0.0353821821256765,0.0671067476708909,0.0678700072776564,0.10220093252933,-0.0306640290858843,-0.0313854424674775,-0.0324324806381211,0.0237654459421533,-0.0394092833824842,0.00290421771073336,-0.0201947333113922,-0.0383517917199546,0.0282843091600481,0.0414229323351979,-0.0337329811926017,-0.028760896381582,-0.0153584618452191,-0.0167963079364375,-0.0272851806179391,-0.0625112446244822
"SRR10030464",0.016633260809498,-0.0602471008505057,-0.0578781990516651,-0.0423432399545407,0.0477730820308751,0.0359575633942493,0.0692234715308318,0.0716284099689521,0.101878533325204,-0.0306684649026528,-0.0277675376044901,-0.0373988898780272,0.026738371620291,-0.0388562594277579,0.00309827580043126,-0.0219149933074752,-0.0362478785207098,0.0356244584869648,0.0426971096920324,-0.0334699411664965,-0.0289566037909096,-0.0174390818859173,-0.0127809494431276,-0.0272224321175614,-0.0637761280243704
"SRR10030465",0.0169517160365443,-0.063635019896095,-0.0553881664854821,-0.0431117962880202,0.0469210611441223,0.036558235464533,0.068072027795119,0.0689925980296503,0.100583429254617,-0.0314842030906944,-0.0218942673888467,-0.0347980847548244,0.0249038560317988,-0.0413807773787692,0.00269220055126866,-0.0210512585058597,-0.0396379772614662,0.0319724708604274,0.0430395000360934,-0.032908303033519,-0.0285895736592018,-0.0177880597848298,-0.0203212456622644,-0.0267568169700382,-0.0696990019847445
