"","MEpink","MEturquoise","MEgreenyellow","MEpaleturquoise","MEdarkred","MEmagenta","MEskyblue","MEdarkolivegreen","MEdarkturquoise","MEdarkgreen","MEcyan","MEgreen","MEblue","MEdarkorange","MEsaddlebrown","MEblack","MEwhite","MEgrey"
"ERR9604342",0.0783690044578447,0.135291416837023,0.0776198176101358,0.111082863397044,-0.00918882339494576,-0.0210332131839486,0.0391922312587485,-0.0109320426831566,-0.0024907547955701,-0.0687992645691838,-0.00744331381247303,-0.0151271310145228,-0.0718935036463393,-0.0633930503166659,-0.0430796771550613,-0.0666205645195175,-0.0121391296087093,-0.0116008343907742
"ERR9604343",0.0767222878360116,0.130992928253363,0.0429960751215188,0.109696516357551,0.0198423373444153,-0.0228172763545926,0.045991504745062,-0.0115271577755745,-0.00867566331874438,-0.0686944890065579,-0.0057094169570016,-0.0142369655331084,-0.0625262524863363,-0.056133018380999,-0.0366323665766141,-0.0646079734888606,-0.015546261127756,-0.0132031436777465
"SRR10030449",0.0439075685154876,-0.031059724765082,-0.0158678395346647,-0.051337055468568,0.030936040792419,-0.0322047204047382,-0.0416316543913528,-0.0195070427106065,-0.0190522754646649,-0.0261332868999557,-0.0162142866684391,-0.0280635109602292,0.0173163284272298,0.104931684969576,0.0743837823717652,0.0349756618086563,0.0564075119852914,-0.0274239994058533
"SRR10030450",0.0426230541235958,-0.0318654587920848,-0.0158242008614811,-0.0499840293508652,0.0320784783329667,-0.0291588421010498,-0.042625903858696,-0.0195070427106065,-0.0239067684236723,-0.0246754283105326,-0.0161503880009888,-0.0257884929226865,0.0186657550558935,0.101573980520441,0.0740017873851116,0.0344100547269907,0.0593265709848465,-0.00427336091251582
"SRR10030451",0.0420844535503441,-0.0324386687117411,-0.016007442911144,-0.0527079152995636,0.0298614319898675,-0.0312135482481172,-0.0481334845276041,-0.0195070427106065,-0.0254846993759336,-0.0247459240237072,-0.0159993026960687,-0.026245981639323,0.0179051404470257,0.103779832985079,0.0741046475058208,0.0340418783875948,0.0572997309484542,-0.013368770287006
"SRR10030452",0.0419022276323545,-0.031680325328204,-0.0157849627244349,-0.0517422652903478,0.0296665340312711,-0.0333854067315701,-0.0420995420786051,-0.0131809348883848,-0.023160444709328,-0.0246830123911981,-0.0164316736237707,-0.0244743321746993,0.0185657302187029,0.104297867042775,0.0746543225619143,0.0341153927050332,0.0567380424448716,-0.013368770287006
"SRR10030453",0.0434907795035712,-0.0319734598455515,-0.014480878827892,-0.0531940793459486,0.0286171822277512,-0.031072357469614,-0.0436238221486677,-0.017252137376424,-0.0218873337380657,-0.0254255929959124,-0.0163813800597127,-0.0271549926022591,0.0182279986082399,0.102232573573242,0.0712586890880655,0.0330915180379882,0.0578168573882429,-0.00762624002667024
"SRR10030454",0.0437924551737535,-0.0310342848408118,-0.0152836267665232,-0.0524975502835989,0.031615114908167,-0.0316450372840788,-0.0428210154077904,-0.0195070427106065,-0.022851279936993,-0.024756573849934,-0.0138870597184463,-0.0260071729892954,0.018189464677514,0.109353292919711,0.0734689079663259,0.0344312497203606,0.0572734137699473,-0.00638207642756552
"SRR10030455",0.0419026211330717,-0.0317334851132487,-0.015753328618592,-0.0508154557050376,0.0317336921004417,-0.0315612219193305,-0.0432733999392598,-0.0195070427106065,-0.0255928435753805,-0.0257839736155912,-0.0137770715844381,-0.0259589853692082,0.017891784881802,0.102025079129675,0.0709271219597748,0.0343036709783955,0.056419456992044,-0.013368770287006
"SRR10030456",0.0435284670409194,-0.0308529874510823,-0.0173752004772951,-0.0521720846031401,0.0307240073630841,-0.0301796284791973,-0.0449028879574998,-0.0195070427106065,-0.0217375942295273,-0.0250969890407616,-0.0168446558784886,-0.0254665299262171,0.0179082303294358,0.103677291084194,0.0689278935510758,0.0344575678039724,0.057006489504043,-0.0288993404849491
"SRR10030457",0.0427911426409785,-0.0311318934505596,-0.0129233548988862,-0.0518666529610612,0.0302418432845158,-0.0298880505685122,-0.0441096924555461,-0.0195070427106065,-0.0215309482171644,-0.0242212039616514,-0.0163172727495016,-0.0277203481389387,0.0178113186798851,0.101184559094632,0.071446075474604,0.0341083456890241,0.0568742445590477,-0.00611784462907881
"SRR10030458",0.0416287369108994,-0.0308425889145055,-0.0145155512043234,-0.0511763985746413,0.0349810761226325,-0.0311512459453689,-0.0465494388537118,-0.0152984212497323,-0.0198959203756185,-0.025826778797104,-0.0159582814636916,-0.0264898367010501,0.0186183372535225,0.110236680685979,0.0740838992385772,0.0334400618044888,0.0585391271738613,-0.0270019988090167
"SRR10030459",0.0438017681858164,-0.0311193266950841,-0.0152331771494661,-0.0505037560444246,0.0285370112667633,-0.0299132963771208,-0.0423299874301503,-0.0195070427106065,-0.0237374633725588,-0.0247064127231164,-0.0150030293796206,-0.0271653920870088,0.0185269749638761,0.102032561415063,0.0763374479690786,0.034036589926718,0.0577478495438993,-0.013368770287006
"SRR10030460",0.0433642951126168,-0.0311103464992298,-0.0157047305709933,-0.0521790702970222,0.0310704588417066,-0.0324804734324707,-0.0462526134193066,-0.0195070427106065,-0.0233160709116196,-0.0258877953298984,-0.0164418336785466,-0.0264408756437277,0.0182064204970539,0.101585428121279,0.0772186434825033,0.0347227678220126,0.05825046987045,0.00726002986785305
"SRR10030461",0.0433429501168002,-0.0306997386916347,-0.0140176770429674,-0.0517286580104693,0.0291197347749141,-0.0316857199283969,-0.0436673752388011,-0.0195070427106065,-0.0248467124004087,-0.0258123556091692,-0.015826165948472,-0.0246127728631295,0.0181185781610334,0.105741078568765,0.073428225788642,0.0343482377761378,0.0569534500386056,-0.0249357753904107
"SRR10030462",0.0435760045497219,-0.0310140521318886,-0.0127830662821685,-0.0512799899101865,0.0328552600941299,-0.0316952745600513,-0.0485902744457429,-0.0163521909068765,-0.0236788106211268,-0.0257033602966568,-0.0164187558880073,-0.0258905212034608,0.0179435272879438,0.0992775141832475,0.0756298711271899,0.0350301602482993,0.0572198693047111,0.00652603964601902
"SRR10030463",0.0416423900981479,-0.0322825665455682,-0.0145199675979888,-0.0507348162299129,0.0331191239718047,-0.0286653292751983,-0.0412458759314917,-0.0159460822075956,-0.0259485998096492,-0.0255576568958666,-0.0148953857465198,-0.0271638036282433,0.0179443543278852,0.107564218280623,0.071917791346577,0.0344238963189738,0.058353171553546,-0.0252137394470282
"SRR10030464",0.0420910796431244,-0.0313050771337589,-0.013440163867921,-0.0503877507589408,0.0315877777990106,-0.0323747202650009,-0.0424789550778148,-0.0115925567838624,-0.0277171478771649,-0.0242952557842638,-0.0161055606529488,-0.0275783422068996,0.0181569591967475,0.105516829919248,0.0753680152035731,0.0358528276735825,0.0576457683395749,-0.0166431163112182
"SRR10030465",0.0428552741229061,-0.031204113633893,-0.0136771605328148,-0.0517569784893188,0.0334754214615271,-0.0301884989046783,-0.0418069102990892,-0.0195070427106065,-0.0266146300303118,-0.0253427074115571,-0.0177960034987169,-0.0278888892949372,0.0184656108921019,0.102292070019977,0.075542173919187,0.035381602715948,0.0573984157654234,-0.00455726365204593
"SRR10030466",0.042579753648393,-0.0311531895444973,-0.0152039988802374,-0.0496343565400103,0.0309563351688251,-0.030159873866627,-0.0456226885418297,-0.0195070427106065,-0.0230745033748982,-0.0255040148530497,-0.0158270409328211,-0.026854107164115,0.0187215096289273,0.104419811811805,0.0758518789801024,0.0343614329649207,0.0581339566063785,-0.013368770287006
"SRR10030467",0.0429198605952843,-0.0313491442839771,-0.0136473066273502,-0.0527151585444593,0.0307513357767757,-0.0286587044264324,-0.0463875930642624,-0.0123850311487013,-0.0236101590392016,-0.0261195547337575,-0.0162513465065364,-0.0263044324361213,0.0180169739099542,0.105542605028287,0.0729932886373778,0.0347916345956067,0.0567365292175895,-0.013368770287006
"SRR10030468",0.0425115933937273,-0.0315612986077162,-0.0144367074494313,-0.0502821270381527,0.03206859586672,-0.0273550743115551,-0.0465905493792644,-0.0163258224231523,-0.0234855181292763,-0.0251005737069377,-0.0154079842727019,-0.0272352846544295,0.0187087135173242,0.106115106926147,0.0723002160743121,0.0343001291936998,0.0566329677711448,-0.013368770287006
"SRR10030469",0.0434671082341165,-0.0321197621682632,-0.0152996152293915,-0.0502380460839376,0.0282353558436605,-0.0320698893290245,-0.0382694131597535,-0.0195070427106065,-0.0250153719916584,-0.0264568686618724,-0.0140359754166012,-0.0259252242277935,0.0174695624764834,0.104835031798267,0.0744345384659858,0.0345527054058069,0.056951159663972,0.0305382664623508
"SRR10030470",0.0424991398414299,-0.0311815677434609,-0.0168109427590397,-0.0505550604977539,0.0297938604003475,-0.0282750160260723,-0.0431448453705974,-0.0195070427106065,-0.02457126862425,-0.024195551872571,-0.0145109780119759,-0.0268190256031085,0.0179921913549009,0.104439438965979,0.0773006189750454,0.0336234469460524,0.0570060074073003,-0.0245708052044511
"SRR10030471",0.0428217536849771,-0.0314339786186909,-0.0169350034088591,-0.0535767501693913,0.0319401871098294,-0.0313383783343681,-0.0392636439311662,-0.0195070427106065,-0.0243515446084017,-0.0260186059369488,-0.0148617732625113,-0.0267019045352443,0.0176263675511346,0.0977801942920515,0.0750882702516288,0.0348628009892089,0.0574628572590076,-0.0075544098121685
"SRR10030472",0.041889429593592,-0.0311951618958068,-0.0145876392300125,-0.0498643101415941,0.0316694934846345,-0.0318140955034738,-0.0456098994535862,-0.0195070427106065,-0.0266585757949589,-0.0252852755141552,-0.0124785464685639,-0.0265140123015064,0.0186147396019613,0.105421778397325,0.0712565843118919,0.0338789024307775,0.0563662784082428,-0.013368770287006
"SRR10030473",0.0422511117895902,-0.0320617408614802,-0.012970102350578,-0.0507556170850203,0.0305516685384475,-0.0303218587544946,-0.0404396188129593,-0.0160324283974202,-0.021638766197529,-0.0246935984055249,-0.0161885462533913,-0.0269081119336207,0.0180419627677625,0.103150067672899,0.0725973503802663,0.0339486503736218,0.0560400590109339,-0.013368770287006
"SRR10030474",0.0437276550803466,-0.0312468257256037,-0.0138584379785304,-0.0510063657417087,0.0332954987742956,-0.0329592822760079,-0.0388698434149988,-0.0169243409559151,-0.0246355309845946,-0.0267188015926202,-0.0136922326105944,-0.0243566224000371,0.0181313571023555,0.102057477934298,0.0668953847299238,0.0347500427699621,0.0582129701173217,-0.0230936893011192
"SRR10030475",0.0432329174839268,-0.0324777841649325,-0.0170702709599068,-0.0500131383210232,0.0313361290633829,-0.0285636770639552,-0.042802008487269,-0.0195070427106065,-0.0256267091499756,-0.0276019054996104,-0.0151432995571351,-0.0255632778134875,0.0185637495457311,0.103320981397878,0.0703711354100491,0.0338769170197745,0.0566050516121048,-0.0387801974499269
"SRR10030476",0.0419305234072108,-0.036661962683508,-0.0151513360455984,-0.0543785100856557,0.0296024937652014,-0.0331254233662547,-0.0466628136631066,-0.0195070427106065,-0.0298954903324197,-0.0290920339738204,-0.0183028601546661,-0.0308503610754094,0.0193670596868537,0.108041552868859,0.0728879312205554,0.0337082496614536,0.057355496319204,-0.013368770287006
"SRR10030477",0.0449962068485691,-0.0316665974170926,-0.0124061625504066,-0.0514938722567034,0.0320837097229472,-0.0316467491159412,-0.0471073447804373,-0.0195070427106065,-0.0226193157563298,-0.0248662216456602,-0.0161691004529051,-0.0270990968515646,0.0181023297782271,0.10512491787148,0.0761006303865069,0.0344737248746337,0.0563593342133877,-0.00727180950809352
"SRR10030478",0.0443137239980135,-0.0319801211008104,-0.0141275611987391,-0.0511183187086251,0.0316013239048013,-0.0327192958798308,-0.0408947164198388,-0.0147482698763675,-0.0209142844554685,-0.0250633752414048,-0.0142156621241129,-0.0251045072949338,0.0182718071727264,0.102119355766117,0.0709566542449412,0.0345463596051161,0.057019084595117,-0.00266687767738739
"SRR10030479",0.0446800172064026,-0.0315934699604211,-0.0152658028611165,-0.0488070116098127,0.0326970285048865,-0.0315400122906817,-0.0433398397491135,-0.0195070427106065,-0.0251781253944113,-0.0244629953989575,-0.0147163628453121,-0.0261145025948001,0.017962841405999,0.102065112593545,0.0724715499600965,0.0354417238174632,0.0586005226272977,-0.013368770287006
"SRR10030480",0.04281016636908,-0.0315686011289304,-0.0126636662991856,-0.0510925134891351,0.0343373844942886,-0.0311671127770716,-0.0392971127708423,-0.0195070427106065,-0.0261921141576381,-0.024425907985193,-0.0136236170870886,-0.0267316672269404,0.0185526362822341,0.105013472294043,0.0757063472438619,0.0340034093922627,0.0577258062766982,-0.013368770287006
"SRR10030481",0.0427359210647835,-0.0318147752483262,-0.0169746840012073,-0.0516175684667459,0.0290845112078472,-0.0329466274610799,-0.0429964492437236,-0.0195070427106065,-0.0259528762591198,-0.0252452524442475,-0.0154066746667355,-0.0262702844360336,0.0182217571651454,0.10839600299168,0.0739395334017254,0.0340732135309481,0.0575581223063027,-0.013368770287006
"SRR10030482",0.0434383261315208,-0.0312537342422714,-0.0151799041066932,-0.0506850779063386,0.0328103349546262,-0.0320885983721022,-0.0361244342805175,-0.0172915659554591,-0.0234520240286916,-0.0258613265520579,-0.0158957517399914,-0.0253227623938006,0.0178916908848101,0.107818798825211,0.0773377017821889,0.0348421484632073,0.0574677334751895,0.03855872264815
"SRR10030483",0.000132734195964455,-0.039583796250004,-0.0373672070654786,-0.0696395067320896,0.0580771444360286,-0.0335962071148249,-0.0457811990330799,-0.0195070427106065,-0.0283352538203967,-0.00689580231306338,-0.0143542000111816,-0.0270746292562496,-0.0053215066879523,0.115267088250339,0.0409209308117382,0.095839572555617,0.0714438516931298,-0.013368770287006
"SRR10030484",-0.00142818151932343,-0.0408114027670773,-0.0399296179631608,-0.0679757536084907,0.0549500472570714,-0.0306955227975915,-0.0442143387635116,-0.0195070427106065,-0.0246137793418932,-0.00809204819207275,-0.0139715378348814,-0.0298484257081683,-0.00582395047197391,0.116412810627234,0.0364071391655927,0.095496713817571,0.0731817406418537,-0.00554951399374971
"SRR10030485",-0.000415305685617327,-0.0411465892536859,-0.0382703999923949,-0.0689812774561648,0.0575942824860472,-0.0307724899241002,-0.0405234454371215,-0.015239892049281,-0.0269339129834408,-0.00678837812096224,-0.0157802496572318,-0.027697845714598,-0.0064060741716863,0.111207402708964,0.0478320614394342,0.0963802243460439,0.0723440842401878,-0.00856118774226492
"SRR10030486",0.000276935677390426,-0.0399983201291013,-0.0383378414252551,-0.0677430176276013,0.0561283708676176,-0.0323070091721435,-0.035946937220576,-0.012407336596145,-0.0254118470133551,-0.0068324240877059,-0.0132144214218021,-0.0267698081023209,-0.00652573135764354,0.114160632230188,0.0455683933468232,0.0964857990425479,0.0729647158264935,-0.013368770287006
"SRR10030487",-0.000337224955088623,-0.0401439862244512,-0.0384062689171992,-0.0674802530167773,0.0574573935600888,-0.0339205461694467,-0.0402141169983635,-0.0169650778412573,-0.0265164706799324,-0.00620160717233647,-0.014630900517021,-0.0294193865332114,-0.00601122500372959,0.112949317662667,0.0428660412223769,0.0948954811705458,0.0723604202863701,-0.013368770287006
"SRR10030488",-0.00175871173893767,-0.0408231893935277,-0.0375397017109049,-0.06900871432583,0.0573610894679867,-0.0308137711549374,-0.0437923179268798,-0.0113913604380975,-0.0287660511921631,-0.00782553607548888,-0.0169877444036963,-0.031264536647305,-0.00659037461538396,0.111528377235427,0.0338538274246215,0.0954326587886246,0.0717440285140086,-0.00685437202667098
"SRR10030489",-0.000948791102911033,-0.0411552466347151,-0.0400415691798413,-0.0668810424420352,0.0530425612632402,-0.0333604409011128,-0.0423427516112904,-0.0195070427106065,-0.0310838140948781,-0.00804740605724345,-0.0146956793284887,-0.0277610684525899,-0.00601045940413887,0.121142508491021,0.0473357295392962,0.0964895801254538,0.0726051813072254,-0.013368770287006
"SRR10030490",-0.00199963585361684,-0.041061565794213,-0.039585610249384,-0.0685082013532169,0.0551398025418101,-0.0330274986489682,-0.0411621316993737,-0.0195070427106065,-0.0322623571110489,-0.00695872494863611,-0.0159477662161939,-0.028079269460828,-0.00649693211600462,0.114740862052837,0.0459531529317838,0.0951866210072952,0.0720931657107182,-0.013368770287006
"SRR10030491",-0.00245882793762066,-0.0406608633483796,-0.0377971283296222,-0.0667736638389014,0.0518975981155453,-0.0310849939074688,-0.0398629349529685,-0.0157018707221725,-0.0282400647816386,-0.00733862391199519,-0.0158475034396552,-0.0292262989527707,-0.00659623658687181,0.119200055600934,0.0453369395716924,0.0953806518247931,0.0723084439294308,-0.013368770287006
"SRR10030492",-0.00261820211055703,-0.0402103123887184,-0.03697710426857,-0.0674729061790099,0.0579965962304955,-0.0319251169877636,-0.0389756986500265,-0.0155873102147308,-0.0294569451736477,-0.0062162938032038,-0.0173917281774963,-0.0279941748154309,-0.00665076314208421,0.116036753824121,0.0379202778048585,0.0950040239120287,0.0711667844995993,-0.013368770287006
"SRR10030493",0.000269567974376973,-0.0403895034349997,-0.0385080167903572,-0.0681393800040386,0.0592071999499898,-0.0314512455930521,-0.0388077571712431,-0.0195070427106065,-0.0273356832827628,-0.00837176098262513,-0.0135980039813838,-0.0285179575962519,-0.00692857816379184,0.110329981145455,0.03862757977584,0.0965107410157446,0.0734962713905248,-0.0066273615068679
"SRR10030494",-0.00216823828488561,-0.0395799420062817,-0.0376168213103035,-0.0699010844166528,0.0561205213822078,-0.0333578925153546,-0.0407490646567715,-0.0195070427106065,-0.027641529240414,-0.00738070347349295,-0.0145323798820537,-0.0284312247924762,-0.00646403998401146,0.119513122209764,0.0402814819823116,0.0958706171304557,0.0712485052231723,-0.0246409184929271
"SRR10030495",-0.00227540862031984,-0.0403939241228069,-0.0378290437530045,-0.0684442964375485,0.0578925682224816,-0.032368554170727,-0.0409484409955854,-0.0142099871199196,-0.0287621244537176,-0.00702861217193956,-0.0152950945523236,-0.028787938455613,-0.00650622861726685,0.115400005557674,0.0415727775930049,0.0958151479790046,0.0720316014558096,-0.00693787861788369
"SRR10030496",-0.00147915851346346,-0.0404413489045751,-0.0381715910191402,-0.0673454769513221,0.0549319209797547,-0.0313914406752701,-0.0441839555299788,-0.0132561600501437,-0.0276597394651103,-0.00777102055549903,-0.0134416102386727,-0.0261889842194349,-0.00567744904654973,0.115260002006245,0.0395148535958215,0.0945989515509059,0.0701530183596662,0.00191492814551436
"SRR10030497",-0.00216783958473926,-0.0403055032325515,-0.0373720799510737,-0.0649893494032798,0.0558638549716508,-0.0331150849586103,-0.0390532334056849,-0.0195070427106065,-0.0262023704266166,-0.00720073134753891,-0.0165622790207383,-0.0276607490110188,-0.00681211232836938,0.109885006461742,0.0424137675507411,0.0951099149057545,0.0715507483927913,-0.00864456468846561
"SRR10030498",-0.00142013131985737,-0.0434657085094514,-0.0386087079117919,-0.069112698943231,0.0554756195813612,-0.0316725936714914,-0.0382634718491943,-0.0195070427106065,-0.02841327910164,-0.00969003247437139,-0.0155173011109465,-0.0299939419286871,-0.00553737289005569,0.112296569247577,0.0409137968811289,0.0960634189163517,0.0715897066093756,-0.038564342033916
"SRR10030499",-0.000666657587255505,-0.0405145990167618,-0.0380840992798375,-0.0680859713715068,0.0544374426854762,-0.0309052538870593,-0.0400919011763367,-0.0155942864368384,-0.0227892727287229,-0.00791153890967322,-0.0159604063721535,-0.0297581992063094,-0.00669241705743739,0.116748582733847,0.0428993610061797,0.0969737626104719,0.071858438779684,-0.0302226723436619
"SRR10030500",-0.000401151759376298,-0.0412614595728911,-0.0391723355514801,-0.0673946493007948,0.0623954639313753,-0.032604241345207,-0.0415837862708095,-0.01328958233645,-0.0267673399346785,-0.00664362318370485,-0.0152698285060931,-0.0277607210408035,-0.0067034857523603,0.11121767619784,0.0355375718051532,0.0961404091464895,0.0717052619170217,-0.0135391154143745
"SRR10030501",-0.0013486233204603,-0.0405866792602747,-0.0388023394619922,-0.0666081596149009,0.0558029538571007,-0.0324826300955828,-0.0445466716380604,-0.0195070427106065,-0.0276410504741171,-0.00803356406124645,-0.0156352185810686,-0.0285680005128673,-0.00646091164072022,0.110663809891072,0.0419521829593222,0.0941907509424764,0.071178498223824,-0.00664219031362342
"SRR10030502",-0.00276703828622505,-0.0408515155947779,-0.0382060260913632,-0.0678504192252759,0.0566184724783357,-0.0314302349643896,-0.0431361859973271,-0.0173159794673404,-0.0282288547270402,-0.00740311330145788,-0.016763450742196,-0.0309685947925524,-0.00609688824734905,0.112419005907628,0.037057429682017,0.0948795682989459,0.071281273872987,-0.013368770287006
"SRR10030503",0.000153588626817137,-0.0407436509038044,-0.0389701688196722,-0.0683742993067392,0.0577278071538808,-0.0305702675789491,-0.0415248575735985,-0.0195070427106065,-0.0233023798465733,-0.00662494607111382,-0.0158809287037589,-0.028302143811196,-0.00657474054376161,0.115968966683803,0.0379738652325987,0.0968797303363445,0.0713828594002366,-0.013368770287006
"SRR10030504",0.000826975978434396,-0.0410440934567876,-0.0385072492229646,-0.0699131583279764,0.0587510423670474,-0.0326896557789848,-0.0406545326456282,-0.0195070427106065,-0.0292159108187173,-0.0068821357926905,-0.0166666166335993,-0.0283383293388953,-0.00682822403246487,0.119106584683124,0.0354789425019242,0.0950969524792906,0.071536150812866,0.101758111086218
"SRR10030505",-0.00147567701397679,-0.0406019577860034,-0.0376668224576401,-0.068206197906702,0.0571064647500984,-0.0306426634144142,-0.0434357364285897,-0.0195070427106065,-0.028717488133718,-0.00741883033718707,-0.0147396564884385,-0.026489908569394,-0.00653294461773634,0.114472590078291,0.0391626813208543,0.0958924571025549,0.072137611088243,-0.00875364091418723
"SRR12330763",0.0788612395172507,0.0994480575080447,0.167939853204238,0.0501484012257799,-0.236891124690422,-0.0325311703849373,-0.109400535751965,-0.0182960158395773,-0.0225004214863812,-0.0474398515777558,-0.00522973674107231,-0.017367805398388,-0.0850272665495608,-0.0568439945035267,-0.0891993361968207,-0.0352220419894157,0.0146759110107207,-0.00836356613697451
"SRR12330764",0.0793988198336867,0.101379109849953,0.16732830893285,0.0507780979708949,-0.26173638919491,-0.0366769312431869,-0.12193476901867,-0.00855252531677748,-0.0273241882426231,-0.0471421686498553,-0.00831836778206432,-0.0200345222046071,-0.0882047600978319,-0.0575100429288865,-0.0930864147960865,-0.0353357715112139,0.0202694279722412,-0.00942928332547641
"SRR12330765",0.0841575913783898,0.100696586991227,0.163599797621797,0.049637521184226,-0.22193272322783,-0.0324199007780534,-0.106528209114902,-0.0137962427901767,-0.0205052994281556,-0.0539514647033575,-0.00684391841225403,-0.0180094225174131,-0.082198518008209,-0.0548423102828358,-0.0844146570468907,-0.0400068700353783,0.0172487574902037,-0.013368770287006
"SRR12330766",0.0224495122920518,0.0827946817252925,0.102345806190147,0.0145471835159888,-0.186491146881292,-0.0359325092661465,-0.111607967405167,-0.0195070427106065,-0.0247095123270809,-0.0608257868749767,-0.0118247648393546,-0.0234078982158606,-0.0763754037709557,-0.00683715627596513,-0.0949894563681845,-0.0152999298508938,0.0406490751956632,-0.0175576693158755
"SRR12330767",0.0188617624643858,0.0806965997686111,0.117780607426071,0.00817667318670853,-0.198283493558321,-0.0372633900586923,-0.118315442692365,-0.0136509012253158,-0.0266387675046367,-0.0635566395246199,-0.0147234577523017,-0.0240528673515202,-0.0810877252012686,-0.00698815521748278,-0.0966932214418678,-0.00907108335508509,0.0499227123355433,-0.0111021558089488
"SRR12330768",0.0276396313344934,0.0822968359442225,0.107204066912202,0.0148345479250717,-0.188684555766841,-0.0406471650104325,-0.120152239255302,-0.0149519724491021,-0.0275205690230304,-0.0629563952256903,-0.0132353960358184,-0.0249308677014508,-0.0822474867462136,-0.000903297246875846,-0.0940326299088507,-0.00953924225400895,0.0528736548767431,-0.0112388746519036
"SRR7811358",0.0793407976470124,0.0815816262870258,0.005683936393608,0.0377055529454718,0.0282563802978058,-0.00111956150410224,-0.034242715200213,-0.00591776951599834,-0.00910630622349844,0.154891072265788,-0.00548751491883598,-0.00764071419401021,-0.114473381384626,-0.0625203018254459,-0.0768765686190696,-0.0324452115552535,-0.000894985285654743,-0.0126190125608549
"SRR7811359",0.0541570419517958,0.0895798528845353,0.0102091615401883,0.033088086121439,0.0333176535836175,-0.0100770210102017,-0.0445418989091991,-0.0103905531538741,-0.0150340904525825,0.127046397089474,-0.0105283981753454,-0.0115533250125316,-0.118326069162177,-0.0553907486945638,-0.0848528368261022,-0.0288766010114267,0.00734058894439293,-0.0091827128727142
"SRR7811360",0.0647824166756029,0.0896684571823028,0.0555557548904229,0.0446815521525983,-0.00142480067366734,-0.0121547406500581,-0.0345189301590413,-0.012331872387537,-0.0191396170001726,0.117882833662367,-0.0104244210976498,-0.017300826689945,-0.124372118821147,-0.0540225084436414,-0.0800197924001102,-0.00291643898739039,0.0109818705128741,0.0546389042769437
"SRR7811361",0.0517771953804027,0.0737058142442141,-0.0175567058254311,0.0331305263362711,0.0569368639799779,-0.000423861210296497,-0.0270471518369764,-0.0103789216705139,-0.0107677754425753,0.156958821141261,-0.00703561267269177,-0.0083107841335599,-0.122541638808451,-0.0576772329515678,-0.0765534919127432,-0.0203888704731636,-0.00121394645576809,0.00148212461154795
"SRR7811362",0.0565634007550094,0.0842509007165809,0.00529595851755712,0.0437856756149024,0.0391897690376195,0.0117931502374066,-0.0204943101729878,-0.000391324633966535,-0.00729767005234756,0.166780616671409,0.00119206119426253,0.000434736508111441,-0.126783044154105,-0.0573649288136536,-0.0770139287031599,-0.0138842631055444,0.000436282050982458,-0.0145977774237848
"SRR7811363",0.101002948588321,0.110302135461962,-0.0215361374531559,0.0334499921260569,-0.00179466125305041,-0.0238103347940745,-0.0415749510154906,-0.00635984401729826,-0.011926304563833,0.0921439848742606,-0.0056092863733823,-0.00918289275982386,-0.104975144615725,-0.0636974787317773,-0.0647662452976903,-0.0657056900885078,0.0146636168898788,-0.0167643723371052
"SRR7811364",-0.00332592854051445,-0.0401606402311021,-0.00533522987417532,-0.0401100418835023,-0.0249112465491611,-0.0149710904801107,-0.0292505175133685,-0.0168560503553618,-0.0259908087238871,-0.0288567318935163,-0.0153652888344234,-0.0253296320995142,0.0663032244959256,-0.0170006351217593,0.0101234563775419,-0.0345004266724162,-0.000949129692938949,-0.0183420477723031
"SRR7811365",0.0893007209902325,0.110206566890186,-0.0171726273830722,0.0428425048946907,0.0087521952758829,-0.0225049838313419,-0.0312221738436017,-0.0182436137817085,-0.0143131698026749,0.0813078508439855,-0.00978413698069262,-0.0179326582771394,-0.109084473110522,-0.061359554937328,-0.0750630517701199,-0.0593428599507784,0.0164106970669496,-0.00982795026715068
"SRR7811366",0.0675730903430813,0.0900213584491231,0.0158989332118269,0.0334825364110583,0.0296522049357087,-0.00591439456483726,-0.0457432185636574,-0.0102397314462534,-0.01247499381243,0.142366940475959,-0.00356230254073735,-0.00966381238184108,-0.119608641841404,-0.0552631047254286,-0.0840240528555843,-0.0325437550035227,0.00379910589749044,-0.00298087670779218
"SRR3124722",-0.00592353542205979,-0.0316383882846295,-0.100817501082776,-0.0353298937176032,-0.0422998089014516,-0.0278343498992114,-0.0374945693188687,-0.0139432536829893,-0.0252634627975301,-0.0542078115558597,-0.0151987418748809,-0.0261729395739275,0.0646896202438693,-0.0500521496784267,0.0205690166623447,-0.0595983362015273,-0.00668952607655568,-0.00668455901208333
"SRR3124724",-0.104793978487004,-0.0511891311000819,-0.0394693215917029,-0.0124325948541871,0.022530649664484,-0.0144127027242243,-0.0322293592384781,-0.0133884472006186,-0.0225104698515491,-0.000127288051469147,-0.015230037086806,-0.0238111862983398,0.0127638078375368,-0.0477857300165788,-0.0713322901912995,0.0462037533547554,-0.000412988520048189,-0.00789291755884325
"SRR3124726",0.00592414595131868,-0.0326021792997288,-0.0438990885720084,-0.0195016594635796,-0.0284722503206148,-0.0105670604408639,-0.0234466400727232,-0.0175103222003572,-0.0251515231144584,-0.0526276146727542,-0.0163019852877467,-0.0261436194508129,0.0651871556983836,-0.0464685604311268,0.011507862331884,-0.0617108676760948,-0.0172293797629929,-0.00909439126441334
