"","MEgreen","MEviolet","MEblue","MEdarkgreen","MEpurple","MEblack","MEcyan","MElightyellow","MEdarkmagenta","MEskyblue3","MEyellowgreen","MEdarkgrey","MEdarkolivegreen","MEorange","MEdarkorange","MEpink","MEtan","MEyellow","MEgrey60","MEskyblue"
"SRR8689413",0.0856639040828286,0.045602315309509,-0.0604965029290684,-0.0893668867409736,-0.0930599099231598,-0.0170034900007618,-0.0367851016600626,0.0113596212618867,-0.0203112138224024,-0.0173801589728884,-0.0477621091092689,0.0128391965190664,-0.0504089924127145,-0.0675764965647815,-0.0408949658799895,-0.017012569092056,-0.0150016764175473,-0.0193816574139013,-0.0369242222923945,-0.0224092079665859
"SRR8800677",0.135775336627995,0.12134099767088,-0.0732244844320611,0.0865416433819143,0.0133026756951669,-0.0780459504682067,-0.162409964033342,-0.0786423363430761,-0.0316015626363836,-0.0173801589728884,-0.0633757674508923,-0.132570287528411,-0.0651175203238368,0.045577557896246,0.128872380885769,-0.0151911981339332,-0.0196358917068613,-0.0332962335254425,-0.0703924046237702,-0.0637079582671984
"SRR8800678",0.139919153654064,0.117360741049851,-0.0741888024368734,0.0857170687033208,0.0181446418594297,-0.0763749993068031,-0.163148775292023,-0.0779735091601294,-0.0292125018231308,-0.0173801589728884,-0.0674422153544326,-0.134528340266801,-0.0708120401807092,0.0430925522806526,0.135662569387866,-0.0104056399797334,-0.018803479688955,-0.0354193294304902,-0.072500573720138,-0.066924197026257
"SRR8800679",0.135166099045546,0.121030791394428,-0.0676231044414219,0.0846353078566863,0.0163237692058318,-0.0743527276197743,-0.156265370431154,-0.0785446839343446,-0.0262662165499629,-0.0152572635500782,-0.0503940187564103,-0.133224540024033,-0.0591434702101535,0.0457660662902262,0.127331215246622,-0.00792594668968166,-0.0171150753688052,-0.0306470819832151,-0.0670879030457757,-0.0604590441342242
"SRR8800680",0.135287392357878,0.117778274358114,-0.0677337193769136,0.0860512289433857,0.0174571379014012,-0.074675385342854,-0.157204264851828,-0.077864668714575,-0.0265183180656118,-0.0125510902944264,-0.0647448117005555,-0.131105557312527,-0.0609080986573075,0.0445580519787347,0.126922382246055,-0.00571188463278217,-0.0181110392261322,-0.030328450129025,-0.0675851709860976,-0.0605716306872972
"SRR8800681",0.135149860247444,0.117745088215007,-0.068195335860709,0.0857735066800844,0.0150809879409958,-0.0729821788514694,-0.156984694796899,-0.0778355318481168,-0.0290526788600944,-0.0173801589728884,-0.0599148936827913,-0.136074999776846,-0.060317555274254,0.046075039047623,0.123335862585099,-0.00721434785773705,-0.016239202708414,-0.0303895447671261,-0.0684011457091704,-0.0623384426259844
"SRR8800682",0.12718328848916,0.113653753562175,-0.0690097547124679,0.083456464854141,0.0108089247243245,-0.0657313208020593,-0.145322912949623,-0.0707733667609687,-0.0355101628748103,-0.0173801589728884,-0.06294289865569,-0.12785774508728,-0.0718640145564388,0.0469199370896155,0.121657422186086,-0.0164712061148659,-0.0189609323142995,-0.033404978293405,-0.0613647580918023,-0.0481573748100383
"SRR8800683",0.130333976647396,0.102682943214435,-0.0697730037101233,0.0828278453386945,0.00692801864843117,-0.0658203424295599,-0.147252389543984,-0.0737117349476343,-0.0342504301227725,-0.0173801589728884,-0.074260709235737,-0.122497714837523,-0.0739535092313502,0.0334791470401015,0.117036642382305,-0.0140288069102835,-0.0192335869531869,-0.034477438421845,-0.0642199702331569,-0.046652180824056
"SRR8800684",0.124866353052982,0.101386714651471,-0.0651952079055731,0.081046554512333,0.00996459335229254,-0.0631397010002466,-0.142206042416587,-0.0680922613989753,-0.0308097655530661,-0.0173801589728884,-0.0660821500231577,-0.119646407227687,-0.0663603494834044,0.0443241053277851,0.111472690052396,-0.00652230073573528,-0.0175254944287551,-0.0291670741381833,-0.0568994486673251,-0.0466341777678049
"SRR8800685",0.124536801780789,0.102682580738044,-0.0666718332285972,0.0822313277996368,0.00620863826424744,-0.0630401026350202,-0.14232317558033,-0.0706826626963014,-0.0280464546484798,-0.0173801589728884,-0.0672484543809231,-0.123997785944492,-0.0668122882842284,0.0459033561463901,0.113420016634658,-0.00813736721746584,-0.01882629604355,-0.0301000325964692,-0.0569560611456016,-0.0429219126168215
"SRR8800686",0.124245000404852,0.100827082269695,-0.0658905072823803,0.0841898317481084,0.00983661689156899,-0.0624505480395984,-0.142221833153285,-0.0707240227398129,-0.0290204966717178,-0.0173801589728884,-0.0748552539106713,-0.115595684716743,-0.0675429951059249,0.0440344259594901,0.112569241671805,-0.0059832745587615,-0.0172305201698346,-0.0294183577716346,-0.0580392256585147,-0.0455262412325697
"SRR8800687",0.123208667642171,0.0944684355619438,-0.0695472907447215,0.0754772384334186,-0.0161723175338259,-0.0502116378893635,-0.135660843127376,-0.0707402470475694,-0.0331250016971848,-0.0173801589728884,-0.071226734762785,-0.132047550161846,-0.091348379105383,0.0405130304173976,0.120195906376046,-0.0100205234257853,-0.0193993638905639,-0.0344728489887836,-0.0533239414387331,-0.0443113513176526
"SRR8800688",0.123431059799192,0.0940637735561333,-0.0717028376457792,0.0764837385191881,-0.0186007418066615,-0.0530730890202267,-0.136993631928832,-0.0703156755588611,-0.0352041846391897,-0.0173801589728884,-0.0921552914450568,-0.138601294194141,-0.0946412661198393,0.0505380433370034,0.121066470046588,-0.0102782558749138,-0.0190476045619964,-0.0352111763327425,-0.0523303475082328,-0.0406064640207742
"SRR8800689",0.121555733834899,0.0886193122225397,-0.0656122065392846,0.0753502076859852,-0.0117127904394009,-0.04866842817742,-0.131075395468152,-0.0653184807587293,-0.0287375245046386,-0.0173801589728884,-0.0699722154304456,-0.126054398119106,-0.081438805737789,0.0482044275246505,0.109775428818279,-0.00570607009239006,-0.0183696374169002,-0.0298531401595653,-0.0482629503807785,-0.0360955230255021
"SRR8800690",0.120103316296649,0.0855367116291318,-0.0651130395196289,0.0759817863475145,-0.0153558741201255,-0.0475481497479807,-0.131784320305904,-0.0654450015469885,-0.0289071863325174,0.00105075349780085,-0.0707789645893012,-0.12398176981977,-0.080541573065728,0.0482184480295283,0.109744079802207,-0.00684443006833212,-0.0169168475533907,-0.0291101433655706,-0.0486932124128649,-0.0350544604238802
"SRR8800691",0.121482155261441,0.0860098151107108,-0.0658838640348358,0.0774184228364532,-0.0168551076241171,-0.0490806252271189,-0.131627395640178,-0.0639462695192566,-0.0300700422161185,-0.0173801589728884,-0.0700071807444816,-0.127001068255398,-0.0812450421218491,0.0467652728888333,0.11428727103516,-0.00346392466893588,-0.015835723892613,-0.0292353736607871,-0.0490050750324716,-0.0379640372000282
"SRR8800692",0.116610698308378,0.0910543653259783,-0.0606979320541746,0.0800871721273074,0.0198401553686309,-0.0441236679982052,-0.127987062915137,-0.0662965964857128,-0.0228866535691295,-0.0150921998954864,-0.0495233877457368,-0.11693945335698,-0.0647526731566848,0.0273015556169195,0.101230418999412,0.00384978682282603,-0.0148357496140414,-0.0248412952429588,-0.045245234139504,-0.033722252619118
"SRR8800693",0.0990468038054753,0.0698932992866612,-0.0566775102494951,0.0779914525053562,0.0337619973246998,-0.0202679733995237,-0.105171436817287,-0.0621724512402504,-0.0254724491311956,-0.0159764558534128,-0.0573927079323272,-0.119633502274922,-0.0727688593621219,0.0251460911668819,0.100829031107053,0.00426943554737979,-0.0170460323491904,-0.0238605822624663,-0.0267638836916855,-0.017546728965814
"SRR8800694",0.0984975956340577,0.0666974649483774,-0.0572819800712436,0.0788874820764402,0.0339215624212098,-0.0205737965086523,-0.104703009846396,-0.0609570467320887,-0.0254302397694578,-0.00804040144332202,-0.0563602584789967,-0.121695781732041,-0.0740558684331455,0.0244640964119053,0.102174087109985,0.00460823010061058,-0.0171951781318222,-0.0247723049534788,-0.0282018519988463,-0.0167664983555747
"SRR8800695",0.126274958216568,0.0933985617362422,-0.0639819941790131,0.0852245793653313,0.0115501493283877,-0.0566758065307088,-0.140412553375122,-0.0732587608454276,-0.0243405045064842,-0.0173801589728884,-0.0623175730688573,-0.127266833605928,-0.0698295417417154,0.0266069021097942,0.11102914978799,0.00293062705185846,-0.0171704677513463,-0.0252261150426866,-0.0571036318904411,-0.0437772432612843
"SRR8800696",0.127114925838983,0.0932342444828873,-0.0651160753854153,0.0852915720198207,0.0119810243370897,-0.0560310128112806,-0.141404738039373,-0.0728395229778825,-0.0280790614187116,-0.0173801589728884,-0.0693823082799265,-0.130103587888251,-0.0704065989688892,0.0269856326623777,0.111488150403455,0.00239091639002325,-0.0161984285534526,-0.0274619005617399,-0.0580188625493889,-0.0451051660705878
"SRR8800697",0.126769987663288,0.110907231655206,-0.0694304189412226,0.0892481462926352,0.00808644381542796,-0.0636777612649018,-0.14702991989968,-0.0711272129231241,-0.0339577453491999,-0.0173801589728884,-0.0677085452393089,-0.119275325171919,-0.0675713921046757,0.0441859664196761,0.120901379439939,-0.0160407430980352,-0.0196128605123066,-0.0354925586726839,-0.0753782866735525,-0.0520248393198706
"SRR8800698",0.126883116279422,0.111805235229216,-0.0698814706542517,0.0899248382526286,0.00356837599409626,-0.0606645081507541,-0.148276963835706,-0.0723125491473388,-0.033783966963543,-0.0109053528240695,-0.0824210402886158,-0.116141948769372,-0.0685130697359554,0.0413697669450514,0.112025067269745,-0.0120354512264777,-0.0189764187556863,-0.0371715381390443,-0.0749525149441412,-0.0494568211735467
"SRR8800699",0.122512837853387,0.106232013963706,-0.0646220599681447,0.0858127029034719,0.00628392952110707,-0.0598620799840667,-0.140677783839835,-0.0693834138912747,-0.0283844924879769,-0.00818996478137104,-0.0555150638212737,-0.111567720224511,-0.0585479615087893,0.0436931811013287,0.112368519801813,-0.00656520131303308,-0.0181331651564855,-0.0315076604251813,-0.0689958389316554,-0.0465363880243058
"SRR8800700",0.123980004038823,0.101596330199707,-0.0645516798877291,0.0880153493750621,0.00503221370677376,-0.0571608382785082,-0.141526293054023,-0.0704421559769257,-0.0288691613555717,-0.0153449832391717,-0.0571184682869308,-0.113273315958895,-0.0600035562250945,0.0429788149029728,0.111625794493892,-0.00740659521053898,-0.0174798528394401,-0.0303023593223432,-0.0697810775657027,-0.0456648511992427
"SRR8800701",0.123370951282015,0.106501418195033,-0.0643170534049286,0.0872653199490411,0.00338098514208386,-0.0571810687298737,-0.142109432368057,-0.0680971478702127,-0.0297230850980093,-0.0127044914127072,-0.0560653922376203,-0.110191323464409,-0.059266188651765,0.0480652298919207,0.114717160836364,-0.00794400145038926,-0.0179969101642658,-0.0312816938925561,-0.0713275600321871,-0.0465876444715679
"SRR8800702",0.121056890344219,0.10131551257291,-0.0661396002088362,0.0885567020099853,0.00291116719218463,-0.0569086383793201,-0.137142500411203,-0.0676035454026524,-0.0357715041420313,-0.00725972983006232,-0.0866363326263115,-0.105456639855854,-0.0641844620807977,0.0255503981405651,0.108718870739872,-0.00867293076720349,-0.018880821268315,-0.0355962768228796,-0.0741930034465784,-0.0477943551493569
"SRR8800703",0.119708753419648,0.104111377862056,-0.0684149935592427,0.0874199227767601,0.00350626490081319,-0.0559673819129855,-0.139540795053329,-0.0665645535497063,-0.0367571273583598,-0.0173801589728884,-0.0768421710569861,-0.115450393673441,-0.0684525020949647,0.0417136518337165,0.114974608334935,-0.014662680644681,-0.0198605492638427,-0.036149844566563,-0.0769044946550427,-0.052652156990535
"SRR8800704",0.114920506185193,0.0964290764114491,-0.0625627708608869,0.0863168989304274,0.00589716960836474,-0.0549896169248306,-0.133865464785412,-0.065295099038921,-0.0302718999499791,-0.0146239590373024,-0.0622423014933711,-0.0982863305769608,-0.0584709727330607,0.0370406273140608,0.110618862541082,-0.00563364684993448,-0.0187620187995781,-0.0300819935256078,-0.0682518700744265,-0.0524267046482451
