"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEorangered4","MEpaleturquoise","MEpink","MEplum1","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsienna3","MEskyblue","MEskyblue3","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellowgreen"
"ERR9604294",-0.111190092272405,0.169195918988461,0.108508630393528,-0.0179988360631685,0.109719931390059,-0.0041480411032763,0.0502254339178243,-0.0476273154975889,-0.0756860094645304,-0.0879883287347203,-0.0273106633122382,0.0533551024577033,0.0367099119815204,-0.0141075774909155,-0.054040147318733,-0.02785268348677,0.0695411705197069,-0.08082666777902,0.0911205895661199,0.123678489155667,-0.0278356672610623,-0.00374319095477742,-0.089162204804889,0.0853586121107198,-0.00277342297387609,0.158797167286219,-0.0157810994591829,0.0214984702445056,-0.0364352480926151,-0.058831464533129,-0.0166623410299145,0.0875427547064245,0.111593369211419,-0.0127832926587474,-0.0547113650509893,-0.0987909896745781,-0.0101714238058221,0.053380734538845,0.00138688992920631,-0.0110098782087947
"ERR9604296",-0.0830175378734526,0.144811058795994,0.10421776680752,-0.00904289833380603,0.0689586142231846,-0.0049486925206198,0.0403410220265423,-0.0564553119055113,-0.0569421607390761,-0.0398201623270775,-0.0167193297068394,0.0606392186169308,0.0590020775679032,-0.00276063910542498,-0.0396724028028962,-0.0184147851628961,0.0584405452188649,-0.0374996400224984,0.100944354998692,0.102431611698594,-0.0126885710493164,-0.0039239248677582,-0.0920293624165102,0.0637095048890975,-0.00032657815896203,0.150597777744449,-0.014758882229326,0.053333772114791,-0.0372267435575148,0.00797598389416528,-0.00640313812647777,0.0444200775012913,0.0855445931805838,-0.0180169320406918,-0.0274121415589143,-0.104260161729456,-0.013031153911534,0.0279475083379094,0.0179182767880352,-0.00455927542091644
"ERR9604297",-0.0753037279706512,0.136507936516178,0.103572323035701,-0.00434833105446062,0.0582941416508171,-0.00443833251191752,0.0271460678998669,-0.0593939397104134,-0.0532671725825446,-0.0285437361728276,-0.014699153022249,0.0637164436259667,0.0696048998179487,0.00330977585408125,-0.0319237477639404,0.0171705684861542,0.0767315541644459,-0.0267224984144153,0.105616154311889,0.094801935717707,-0.0103972409242881,-0.0133402884959706,-0.0960716371065712,0.0567169252149899,-0.0013088313399721,0.146652009276127,-0.0144364440287019,0.0627353919460631,-0.0344600949407279,0.0243117906838884,-0.00086755473106554,0.0292567135337674,0.0855002719980145,-0.0155229156923839,-0.0209135762292825,-0.107199079436392,-0.0107566173018505,-0.00915205427571118,0.0249801173616396,0.00258775460672517
"ERR9604298",-0.0775355437623698,0.141233642203405,0.104073013838251,-0.00628795342028313,0.0654246260139519,-0.00600136554094338,0.0384944517439783,-0.055120490911334,-0.0561850240357184,-0.0287808634732279,-0.0142157846647353,0.0617279896661613,0.0652337374950151,-0.00406144461809199,-0.0347089837513814,-0.0206901976520459,0.0552451482371846,-0.0298322550817388,0.10396841908539,0.100288600121346,-0.0127401776313905,-0.0117012353628291,-0.0954328610923076,0.0587547515345917,-0.00278152972633642,0.146118509474272,-0.0159499338668638,0.0602516976948599,-0.0348170048067395,0.0189168092836149,-0.00278260304178759,0.0420786772532423,0.0838131183522254,-0.0149532079646244,-0.0261697965109671,-0.106579872486855,-0.0121463742540743,0.027749568680233,0.0193925558562899,0.00547654847458315
"ERR9604338",-0.102964487071159,0.156681839381119,0.11236095334674,-0.0161135112431162,0.0971206228939195,-0.00338973085849212,0.0307810350363889,-0.0525052133943792,-0.0708989814304166,-0.087533509228901,-0.0344107126126734,0.0481457102805466,0.0438642717329834,-0.00730234264868871,-0.0562334239542524,-0.00506327320439338,0.0671186668079408,-0.0793213554025845,0.0910989496410896,0.108803749000809,-0.0281084836138271,-0.00483567147457581,-0.0908693266251445,0.0752597872673232,-0.00527214722760173,0.147402446832801,-0.0165904067652732,0.0245985089121134,-0.041801642838059,-0.0538043238074563,-0.018637369242616,0.0758200224742626,0.100443017162111,-0.0239688288549754,-0.04007169629782,-0.0963861492526106,-0.0167508138375484,0.0106859742248341,0.00729852947855801,-0.00937874517616867
"ERR9604342",-0.106090628210234,0.157513824531824,0.106830213809044,-0.0151931856114349,0.0961472122120371,-0.00416631589226345,0.0391188628923498,-0.0225377916253649,-0.0596261120402519,-0.0922723572486046,-0.0348558051047664,0.0457889705227148,0.0370719366549998,0.00248973286138489,-0.05287766963775,0.0240212273417735,0.0958112519326663,-0.0788507607698144,0.0905628640532468,0.114362944435559,-0.027884742784225,-0.00767844284358999,-0.0837762893579276,0.0787460871309452,-0.00350593432885133,0.153278999501253,-0.015408855934668,0.020254722083582,-0.029952313901604,-0.0577227881264174,-0.00360548671010788,0.0723464175280945,0.106261070498183,-0.00544903538791607,-0.0389844901160893,-0.080249027572623,-0.0158279663361969,-0.0144239488210115,0.00849881804476392,-0.0125634211872701
"ERR9604343",-0.101483926271936,0.152459314931458,0.104966132563866,-0.0168279432735848,0.0939316409108606,-0.00392885558575155,0.0439625097820488,-0.0113696790774792,-0.0557161490472291,-0.087850788300197,-0.0329358536656255,0.0394517225189722,0.0344919699462504,0.000297429589152719,-0.0547998791698064,-0.00848794210212362,0.0653276640164653,-0.0779753610553392,0.0840730741221275,0.112191155547272,-0.0277290524112172,-0.010532160665264,-0.0774383125455774,0.0779694308759144,0.000626271452327215,0.143940920039142,-0.0147287779119,0.0188663434449711,-0.028656790703169,-0.0572533830263195,-0.0125375780451095,0.0783502038058867,0.099359258417595,-0.00954476556221013,-0.0395197421230387,-0.0703360878702489,-0.0157273263964299,0.0183572581080356,0.00183813555408174,-0.00896114081024782
"SRR10030449",0.0418775575377376,-0.0324343498401055,-0.0352233099177885,-0.0406819221911748,-0.0541517251236251,-0.0168733452078582,-0.0383038240710347,0.0682492704386863,0.102992194159065,0.0258088693046918,-0.0467670203959607,0.0358517863388757,-0.0105962022023415,-0.0705075383027764,-0.0384864257110775,-1.53681252697726e-05,-0.0182137017860329,-0.00516138130887731,0.0174262452604883,-0.0468071521208956,0.0655914564631746,-0.0205195283004207,0.0737359887842159,0.0398905985746543,-0.0240913242587904,-0.0375329292049265,-0.0270836428260803,0.0233164862736083,-0.0264705260900312,0.0224253537475316,-0.0114299088619894,-0.0153514911810399,0.0335108394098904,-0.0241236838466356,0.0652093141121507,0.0277501270914456,-0.0344911873773125,0.0251185332625396,0.0386118260860331,-0.01389903211213
"SRR10030450",0.0420384840249939,-0.0329654261648743,-0.0367912659789897,-0.0373828170117437,-0.0526643824648272,-0.0153596366092055,-0.0401365132872206,0.0708589531863463,0.101826980995585,0.0242755740840465,-0.0472101738551982,0.0356625950514443,-0.00972592599822279,-0.0573766523114249,-0.0385164218336947,0.00170060366595268,-0.0203229763468632,-0.00540673624609346,0.0147172394926284,-0.045855644739167,0.0663915762181397,-0.0205195283004207,0.0737552855160214,0.0403738631242858,-0.0187671655206111,-0.0404589443874188,-0.0251560454912728,0.0203053478045164,-0.0255620507485645,0.0216722092316975,-0.00861530250919859,-0.0165341375756422,0.0281475064189835,-0.0273052860534159,0.0676482118111769,0.0279091615840554,-0.0340541684938149,0.0265906511283717,0.0402411585278554,-0.0180747619559763
"SRR10030451",0.044954723374678,-0.0336534763748711,-0.0380270669899455,-0.0377709301786685,-0.05605409315723,-0.0150776895894707,-0.0476467847955668,0.0649146214056515,0.10172779853756,0.0241719629108502,-0.046847999180317,0.035499403056536,-0.00874848625949689,-0.0747007126803495,-0.0368505365758204,0.00328490876766921,-0.0215605170738239,-0.00593891145500089,0.0163395356753994,-0.0460404833126887,0.0642196524616098,-0.0205195283004207,0.0731625816117285,0.0399116637686285,-0.0194932294013774,-0.0398717039879233,-0.0260765042974392,0.0194633746398426,-0.0296096043261725,0.0214118089219561,-0.0201494844910089,-0.0166914435884697,0.0324528344598971,-0.0296281628274672,0.0637403329926053,0.0274840836837343,-0.0351144432091612,0.0274345049911935,0.040362717923432,-0.0150246955670043
"SRR10030452",0.0419838705671202,-0.0326211656513707,-0.0371445593755897,-0.0413078581502519,-0.0529524339073967,-0.0166000095649532,-0.038836848279233,0.0649535580269732,0.100223200213006,0.0233672439758614,-0.0509392358570056,0.0342992467601383,-0.00959107439289172,-0.0604887645468622,-0.0379613755831743,0.00105942073499932,-0.0191603965963783,-0.00305568800747988,0.0163508012614567,-0.0459529662534338,0.0656775283803462,-0.0144259255926731,0.0757846894193815,0.0405143520773703,-0.0157894827838473,-0.0388921199300206,-0.0243074600992671,0.0194633890711448,-0.0272728984707381,0.0221833412814983,-0.0119496246578281,-0.0183215417643895,0.0337133877237593,-0.0289836953850574,0.067055123590764,0.0283427471619843,-0.0284696793881333,0.0254484399908302,0.0387515411026285,-0.0183496829676627
"SRR10030453",0.0421045317957826,-0.0328580171955236,-0.0369275319943455,-0.0406458368913048,-0.0517665083632006,-0.0153462740071159,-0.0433104251640367,0.0629998424305646,0.103916182760309,0.0234429488973391,-0.0445952486127501,0.0322203653026116,-0.00830316205443832,-0.0695302147472841,-0.037848572966191,0.00187939542873099,-0.0196677933255029,-0.00532579808961223,0.014646354816498,-0.0468280881938713,0.0651853373012084,-0.0205195283004207,0.0715558047165218,0.040388074903293,-0.024833784993404,-0.0400163356383453,-0.0268791837111881,0.0206998519463065,-0.024019550558688,0.0228937781107311,-0.000269127875255968,-0.0132243372536395,0.031336538249987,-0.0294118093161023,0.0649572213370656,0.0277543462800917,-0.0344987820992517,0.0251505128836835,0.0384015755242849,-0.0156554642478902
"SRR10030454",0.0432171887567137,-0.0332953784894229,-0.0354533218314071,-0.0430568755446861,-0.0570575288724211,-0.0114505797945267,-0.0406659814648482,0.0683532071446355,0.103266951096583,0.0242410494954121,-0.0467170867185185,0.035738178673223,-0.00968482885251222,-0.0613168419060853,-0.0364598669455599,0.000827500250005778,-0.0198942053375772,-0.00433917403805116,0.0169219957429199,-0.0466655640775045,0.0670361909902696,-0.0205195283004207,0.0731097439658365,0.0411909323837542,-0.0215400915912492,-0.0371410936182772,-0.0265395684478061,0.0195084859327809,-0.0253781467426531,0.0244430621208285,-0.0114977514284665,-0.0156865738438932,0.0325819616671301,-0.0269446376012664,0.0664047727566203,0.0280736968652269,-0.0300104202450592,0.0270297380891238,0.0369752288661737,-0.0174273604258278
"SRR10030455",0.0438471868579462,-0.0334569115227066,-0.0360514037284122,-0.0390590277047019,-0.0539061197579606,-0.0140270431259356,-0.0440670262417013,0.0630210380973177,0.0999273106999208,0.0229923243995887,-0.0473294966256702,0.0356216590024709,-0.00798008443244994,-0.0584840231601193,-0.0402660502148854,0.00248815442372199,-0.0214840819272417,-0.0052121440490705,0.0152058626510974,-0.0452367677032243,0.0661402884858374,-0.0205195283004207,0.0761869148849358,0.0392341844287112,-0.0239380344104374,-0.0402958496704189,-0.0252434966770826,0.0187677467473985,-0.0327819960457033,0.0209571809810662,-0.0140512608588922,-0.0153474591196494,0.0344771601427134,-0.0297147581355571,0.0660026723885454,0.0279933971968576,-0.0326747105932944,0.028798861693264,0.0367259861812779,-0.0119047342461311
"SRR10030456",0.0428972948354701,-0.0324395824614188,-0.036368156221015,-0.0377820775707908,-0.0508391458010139,-0.0156210453201873,-0.0436573218996605,0.06315192930925,0.101938187288749,0.024544046816984,-0.0442108138193563,0.0332948053016527,-0.0096405213200032,-0.0623194373707096,-0.0386358355570281,-0.00199662323498457,-0.0172295771480233,-0.00378066263089627,0.0178932970058114,-0.0463207807120906,0.0666271505087798,-0.0205195283004207,0.0768685224202397,0.041241921278989,-0.0242991535860949,-0.0375544334605695,-0.0249298831350255,0.0223992699273899,-0.0247888828664658,0.021953680777474,-0.00496203747007155,-0.012119696607738,0.0287289385414645,-0.0304835510708177,0.0669139272024309,0.0277999566336034,-0.0345269644232311,0.0238960688797964,0.0386479065451492,-0.0123638743336014
"SRR10030457",0.0411845678753506,-0.0328700944294635,-0.0361944345738093,-0.0373672259121433,-0.0527250677494021,-0.0164701809318547,-0.0417176959564228,0.0613485725165601,0.0978982352200236,0.0261286628942563,-0.0496215121702595,0.0350216638535716,-0.0100107529095811,-0.0569825033008332,-0.037243739605234,0.00181079460511646,-0.0166059071742072,-0.00603723157327314,0.0169580907560864,-0.0471901419244192,0.0674953485070714,-0.0182200825244994,0.0698656309266107,0.0411083654113653,-0.0229064225581928,-0.035343483808731,-0.027452544885091,0.0195975578768964,-0.0283790363949453,0.0226756478701109,-0.0104006668704818,-0.0148828709388414,0.0309206512527091,-0.0265650778678708,0.067270507800795,0.0277330498876009,-0.028393610076289,0.026998382894127,0.0381556308626346,-0.0140286762274959
"SRR10030458",0.0421368765466285,-0.0327122257673212,-0.0350959919206312,-0.0395885882882679,-0.0559483019279779,-0.0168939603875071,-0.043141389667471,0.069926039359434,0.104502907820255,0.0245518501558442,-0.0489330122981569,0.0350479699480745,-0.00788948904833555,-0.0710361401745619,-0.0389794366100486,0.00194006941342991,-0.0211908864805975,-0.00636843952333473,0.0171308834006291,-0.0448674788182689,0.0676808622077476,-0.0183155721710066,0.0746646580767443,0.0400880777633285,-0.0205244308443165,-0.0391033385323874,-0.0265215314889013,0.0198214788478163,-0.0254443697820973,0.0211276728224332,-0.00445083387493838,-0.0155849731801458,0.0280620066371338,-0.0264528335130441,0.0635169977243632,0.028278944814322,-0.0354763562228111,0.0269684448716468,0.039633211738577,-0.0134112775433335
"SRR10030459",0.041678751347464,-0.0321823833472577,-0.0365665189518352,-0.0384337725526075,-0.0534219298253379,-0.0157816800684452,-0.0397332789048228,0.0717546283482317,0.100093365459236,0.0250483586173952,-0.0459246797943863,0.0341581241918861,-0.0100238227819557,-0.0509570699092781,-0.0387664810827417,0.00150816257024307,-0.0204702064269819,-0.00548046317395543,0.0167131295807996,-0.0458776579186762,0.0660855448036575,-0.0205195283004207,0.0703349680003184,0.0404188002323431,-0.0221573746841566,-0.0379911519636967,-0.0268855273411223,0.0223599260834394,-0.0259280541209498,0.0231498502627789,-0.00899252781226089,-0.0143661466287329,0.0293301091713716,-0.0280532760174781,0.0651770434721807,0.0282325843365085,-0.031220889367261,0.0256646455052824,0.0395190940329864,-0.0116453633051602
"SRR10030460",0.0433114729501007,-0.032244406989391,-0.0359871837945319,-0.0398458452202097,-0.0553071029458844,-0.0164246245751034,-0.0441060591656413,0.0689031290070637,0.101524683937656,0.0253348033156069,-0.0513367880415154,0.0331183744882105,-0.00999926431082239,-0.0697066443560877,-0.0382144369089317,0.000746224942786913,-0.0187011816750155,-0.00549187258450505,0.0162157939731435,-0.0464271784639168,0.0659708420141532,-0.0205195283004207,0.074662120781024,0.0406344317728332,-0.0169858839546437,-0.0378385131805312,-0.026630771816503,0.0203696728570628,-0.0269432800923445,0.0228684074780353,-0.0117599063775294,-0.0153968504177448,0.0286957002487036,-0.0291646355959988,0.0683805898433201,0.0276684432696964,-0.0338279576377677,0.024304543131105,0.0395027051396142,-0.0175930622430848
"SRR10030461",0.0431517759935838,-0.0310486588112122,-0.0354953549855425,-0.0384623249405535,-0.0502784719158952,-0.015931534064149,-0.0389392396661165,0.0664914505317875,0.103696639032305,0.0241843299102847,-0.0484607984264595,0.0350218820636528,-0.00789389604216511,-0.0653268510587515,-0.0362831959752184,0.00185305357514172,-0.0182102384343178,-0.00670613207583477,0.015551172068946,-0.0447362632672791,0.0673931558821608,-0.0205195283004207,0.073356220590303,0.0405808343648755,-0.0215425385176943,-0.0390252877663786,-0.0235103876248295,0.0194236841276136,-0.0264551901454542,0.0229954294767386,-0.0138297938393076,-0.0168212170818433,0.03156301058733,-0.0292239762658577,0.0658891517189376,0.0282988074605115,-0.0331221488570868,0.0249233478315246,0.0389549784511791,-0.0156083045220192
"SRR10030462",0.0432072430815168,-0.0321105809339924,-0.0362319575593031,-0.0382240812319414,-0.0532497148698466,-0.0171584474867903,-0.0463857388520525,0.0677815436751323,0.102144500814826,0.0266348712009097,-0.0459346466323984,0.0344482370721044,-0.00781298504091824,-0.0657010188506312,-0.0393817013826976,0.00436343707210006,-0.0180735410723305,-0.00756066506609534,0.0152632913337756,-0.045567608465528,0.0660065390872659,-0.0174802064336965,0.0743105464879975,0.0414765607820607,-0.0238323750704197,-0.0374177823381971,-0.0258689505405527,0.0207366181219812,-0.0308627370787504,0.0224969298631502,-0.0165506568284023,-0.0149438854081289,0.0337391697736104,-0.0288374360291858,0.0646851952577736,0.0280485135378126,-0.0310134259935452,0.0281174165892625,0.0396405232256596,-0.0128845369294686
"SRR10030463",0.0425208107298668,-0.0337441656218022,-0.0368332610565166,-0.0363304945858657,-0.0574360295730953,-0.0146585192239938,-0.0396423567241409,0.0675618043593981,0.104855649856655,0.0244885363082269,-0.0462103215741653,0.034669115733312,-0.00778743124986506,-0.0494881617627271,-0.0385355630592129,0.00269296848511902,-0.019297261906381,-0.00873508028069686,0.0148417230210658,-0.0450170864671466,0.0642812001064404,-0.0170494368862692,0.0721073872735735,0.0391978344324776,-0.0218767517796932,-0.0388782462114183,-0.0266021316794953,0.0221599933450507,-0.0251327564530819,0.0215968328474255,-0.016625869694051,-0.0150191388798584,0.0287009768465819,-0.0304766028949967,0.0663923567075389,0.0278374568394167,-0.0359494705116414,0.0283881500542989,0.0398966361264389,-0.0167275976212535
"SRR10030464",0.0430742193346163,-0.0327152720872591,-0.0366470991241267,-0.0413994315833479,-0.0549982582006929,-0.0177352089990056,-0.0424735632512472,0.0683582582999633,0.102784296729431,0.0263852933903702,-0.048354368053381,0.0344541563742995,-0.00968503871024345,-0.0523710032583425,-0.0384435172489558,0.00294599846534788,-0.0153325251435506,-0.00466694872534822,0.0177585730181344,-0.0463293604633058,0.0672817574415761,-0.013083541667648,0.0760824262065523,0.0390536237720225,-0.0181787855378023,-0.0355468756961794,-0.0275516915476624,0.0228193036864016,-0.0256103786037073,0.0239981957535496,-0.0113499404060021,-0.0158199628767737,0.0349823115616364,-0.0321192691722425,0.0658162135878753,0.0280470335579471,-0.0322957391214471,0.029770122175842,0.0394225389136935,-0.0163632213407971
"SRR10030465",0.0429976097578346,-0.0322210246026208,-0.0365512815827162,-0.0379011475704568,-0.0518429093406269,-0.018288533712263,-0.0427438571462714,0.0678334699236628,0.100553518707497,0.0245893507336093,-0.0479327753313829,0.0336329496372208,-0.00862321909968294,-0.0631334996681534,-0.0401593152768406,0.00271734083960404,-0.0200819133822186,-0.0072639987539219,0.0161954940036554,-0.0478840775913855,0.0681034226962069,-0.0205195283004207,0.0743678707617034,0.0405479566975699,-0.018859285851577,-0.0399623785995896,-0.027084833370816,0.0193237875264158,-0.0232996577167447,0.0237950987130675,-0.0117150941052967,-0.0136643423569662,0.0331402998056824,-0.0319961206727463,0.0658000349835496,0.0277021935315527,-0.0297555142444941,0.0282471067278649,0.0395249181102595,-0.016661045220352
"SRR10030466",0.0421055678544142,-0.0317872352530443,-0.0365161818244653,-0.0388136537877077,-0.053392450616608,-0.0176509482151591,-0.0434229369559679,0.0690429810949872,0.104445169139305,0.0238170363152404,-0.0467067649494092,0.0336348953094973,-0.0079176194129125,-0.0596892234172615,-0.0381344287930724,-0.000942992308345403,-0.018883183634362,-0.00504427502711731,0.0165043716532148,-0.0429196915268015,0.0672736460060518,-0.018054355593386,0.0730740266368862,0.0404446386592226,-0.0149595432234519,-0.0380662381308746,-0.0265723105784061,0.0221643141089955,-0.0253740733195771,0.0236406067552192,-0.0123910916642361,-0.0153583904124718,0.0275518567709127,-0.0313464773966619,0.066769952641674,0.0287011525299452,-0.0350282592541495,0.0248990384432237,0.0383128950429875,-0.0113981674932686
"SRR10030467",0.0433619378706972,-0.0327731760961488,-0.0365730520911323,-0.0382591962874705,-0.0522816951532698,-0.0169268649046094,-0.0431675910119789,0.0674863499979683,0.10347485743778,0.0257045654389281,-0.0471542793792805,0.0344038984106157,-0.008367364339366,-0.0467832854566544,-0.0389457584956966,0.00416326293251025,-0.0189774354735153,-0.00588718491261919,0.0171788864461612,-0.0478748023144925,0.0671438306202916,-0.0205195283004207,0.0731334738454788,0.040123670623059,-0.0251889790326812,-0.0372552093482071,-0.0266047213120218,0.0206381003626933,-0.0233224609410686,0.0234279579236533,-0.0107526249196503,-0.0154090482207224,0.0342058384914999,-0.0293282222299134,0.0644028394202323,0.0278101681455445,-0.0319066069234073,0.0260769614088303,0.0387497265966018,-0.0105538769593163
"SRR10030468",0.0431516494391169,-0.031856319112926,-0.0370030867513469,-0.0370074597393195,-0.0520864837334029,-0.0155064193442992,-0.0432422273533228,0.0650241439969016,0.103780622242586,0.0235191535503709,-0.0497020874211538,0.0341074728769403,-0.00930219605246174,-0.0639656567385163,-0.0399359939053677,0.00253208914623796,-0.0187659613515165,-0.00409177285506843,0.0161712052793699,-0.0454398456609401,0.0663432758941742,-0.0174548035576942,0.0704680368556955,0.0397454222850344,-0.0214047239200808,-0.0394216566865768,-0.0263354126642684,0.0198798600989568,-0.0259554783359093,0.0234774135614898,-0.00846696454408898,-0.0151433755816794,0.0296629545131786,-0.0289780053186015,0.0662811972028108,0.0285850399078741,-0.0325436247869662,0.025785167580909,0.0386952904919971,-0.0118618068020143
"SRR10030469",0.0431653588266172,-0.0336750971135742,-0.0364897911970535,-0.0407081473546702,-0.0500889798582868,-0.0141653007110513,-0.0376391456360597,0.0676950101403501,0.103641648361861,0.0254287292792982,-0.0462667683425821,0.0371552518867599,-0.00774656642927335,-0.0647877503193898,-0.0407859971893822,-0.000314554645708192,-0.0192914677406189,-0.00560325508588328,0.0175463786380578,-0.0452466076695115,0.0667196354105992,-0.0205195283004207,0.0712464276891128,0.0399723778983151,-0.019520623992129,-0.0392916287220002,-0.0255759931783056,0.0195364529540717,-0.025313796052079,0.0217373618372364,-0.0181903533596611,-0.0151630057870264,0.029411809475523,-0.027727986443064,0.0661544289702425,0.0283962051877142,-0.0291425683644889,0.0243817816972194,0.0388867820170025,-0.0127356049551514
"SRR10030470",0.042604125189491,-0.0324918853045784,-0.0360836694087183,-0.0382072795042949,-0.0514998071353537,-0.0152276261901021,-0.0407750277369581,0.0650471126738902,0.102680808655883,0.0249147326062134,-0.0441645019585933,0.0344700814499405,-0.0123745029450652,-0.0647880417723293,-0.0378121925772024,0.000949510573840647,-0.0196181489421945,-0.00542010334198758,0.0155529183448006,-0.0452834206103644,0.0648623080431125,-0.0205195283004207,0.0733094700560497,0.0405696831379359,-0.0191410998114302,-0.0360398631664921,-0.0264767893675478,0.021750901023679,-0.0251393948132137,0.0206665300379304,-0.0135665564321331,-0.0148522422409056,0.0346964301652586,-0.0303095445961035,0.0650284457455727,0.0276692945497656,-0.0318277697240536,0.0268436573471846,0.0388167586228949,-0.0139218221496202
"SRR10030471",0.0429235298288038,-0.0331883335129224,-0.0353382007560815,-0.0407393338292678,-0.0527047454725071,-0.0140171278829936,-0.034783161980119,0.0687311908682607,0.100291305136779,0.0254324248405702,-0.0437655497686243,0.034855464947979,-0.00868311692840329,-0.0618225303983282,-0.0397249638031031,-0.000472950929041713,-0.0197416996302668,-0.00585800268615897,0.0152486782707285,-0.048899939799151,0.0677100591547265,-0.0205195283004207,0.0727828669985871,0.0402567188982354,-0.0199289948676471,-0.0394725335250238,-0.026792212812153,0.019492620919273,-0.0260290829891166,0.0232045797516222,-0.0118837333814559,-0.0124837998969782,0.032848817832595,-0.0292659645272395,0.0657855699033775,0.0276226039176091,-0.0333997098830814,0.026953030498284,0.0389347497968554,-0.0125456733626892
"SRR10030472",0.0418658900816614,-0.0328088580781282,-0.0365176569373136,-0.0404951480653515,-0.0514429591594175,-0.01225436704611,-0.0470495217229981,0.0676226977384822,0.103441933459279,0.0230072005735528,-0.0441655607492367,0.0348481087859317,-0.00895137461182039,-0.0547797801227037,-0.0390083720237379,0.000650177657515981,-0.0192480382949478,-0.00551155887847836,0.0184733843090224,-0.0446463658217355,0.06586021237544,-0.0205195283004207,0.0699120510252472,0.03935828874242,-0.0242019859952011,-0.037466137947916,-0.0263703941500489,0.0212811971560183,-0.0229523845647227,0.021906071085511,-0.0153597143683046,-0.0160362714274124,0.0304305714300711,-0.0300647994705001,0.0652625178400224,0.0282885872156,-0.031644199850856,0.0277479801748553,0.0374352101312933,-0.012133989556572
"SRR10030473",0.0421807673806643,-0.0321945347887606,-0.0370204497819923,-0.0385371714421982,-0.0533395507113923,-0.0154339882129974,-0.0417179765766736,0.0645607762550856,0.10252649557084,0.0240923558052594,-0.0471872072334185,0.0336286480654876,-0.00938606951843018,-0.0698197826909311,-0.0348526044998713,0.000967874409536481,-0.0161411532224482,-0.00705398251443555,0.0156565768349968,-0.0458899213092037,0.0666612824084451,-0.0146808884796358,0.0759049563719335,0.0394363807204931,-0.0199698636390648,-0.0407482194103437,-0.0266760765376045,0.0203071133948718,-0.0231524427482272,0.0219946331768006,-0.0124163114291721,-0.0146641214965799,0.0313345480016451,-0.0300500508509255,0.0640308434434678,0.0280816889180759,-0.0318200944513152,0.0266554340150297,0.0382690636665344,-0.0162263674556843
"SRR10030474",0.0439657913288757,-0.0317269703825796,-0.0368124573257866,-0.0408710316352533,-0.0546914711153164,-0.0153639034261462,-0.0377181939848647,0.0620248577634281,0.103009652227803,0.025466714899155,-0.0484810756596738,0.0342494876232324,-0.0102064808163253,-0.0586997760305884,-0.0398939106862866,0.00286797971631473,-0.0206662610596084,-0.00680922987476011,0.0164211549913954,-0.0453062524129597,0.0671527587360367,-0.0182678444602375,0.0745620694645827,0.0408149685879094,-0.0201740092404186,-0.0371690604056494,-0.024612229043454,0.020420631782892,-0.0269474454867445,0.0228577948413092,-0.0140428173047876,-0.0177627554323616,0.0325962003545412,-0.027287061083171,0.0662788002434543,0.0277434441945966,-0.0332226828665713,0.0276257505756749,0.0382064424173739,-0.0100264469990766
"SRR10030475",0.0435828522142843,-0.0340311385447163,-0.0374852934429271,-0.0374874455666743,-0.0509065742931556,-0.0160036245518326,-0.0423248136042003,0.0630169349693421,0.101526777999804,0.0247810345200366,-0.050114391760977,0.0350920146608981,-0.0103011140056385,-0.0640683604825777,-0.0358489487836488,0.000806106559006971,-0.0200331341108774,-0.00972860636958642,0.0157658400253493,-0.0446122207137624,0.0663166023991377,-0.0205195283004207,0.0721115784302276,0.0403766064747062,-0.0202344773209775,-0.0372524549947828,-0.0256485027715565,0.0229242515171039,-0.0245523012600745,0.0214649417150518,-0.0101913920311662,-0.0161052517435235,0.0345980685735772,-0.0315613338848224,0.0641098001718928,0.0288324756464094,-0.0336892791163324,0.0250366897303733,0.0383611501977,-0.0121950787306533
"SRR10030476",0.0419833264604876,-0.0369183984403686,-0.0433936422344097,-0.0411096444245708,-0.0534015571869613,-0.0177505795897537,-0.0412827136571526,0.0620917128016066,0.10419559657985,0.0208523214306708,-0.0481681281683452,0.0330382074398019,-0.0101955517820373,-0.0776675796937616,-0.0431273018000928,0.00647644323232227,-0.0194980182632595,-0.0112564479280903,0.0156640472095945,-0.0474144868583723,0.0669467278601252,-0.0205195283004207,0.0739678195487828,0.0379531747041261,-0.0225334799147297,-0.0436356491588658,-0.0309728948491893,0.0186847058250641,-0.0291706651295186,0.02128452416759,-0.0195337820357728,-0.0247297125650082,0.032852830428638,-0.0295514341381178,0.0673010593593906,0.0287535150282479,-0.0340425291701475,0.0254199498335208,0.040007600926554,-0.0179211340459123
