"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsienna3","MEskyblue","MEskyblue3","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellowgreen"
"ERR9604291",-0.0664450304026854,0.119455948070144,0.0117536813788151,-0.00580001560465066,0.0850545430111385,0.00147326848226654,0.011737042472944,0.101327842499596,0.0512704247508618,-0.0221052083693723,0.0108211481017295,-0.0612673935910763,0.0221998937246274,-0.0528471009302834,0.112440624626617,-0.0374776654465239,-0.033739789202001,-0.0465878423539064,-0.0225725082305703,0.0578130798403404,-0.0664219231542881,-0.021150325422858,0.0275283743433562,0.0750607571564961,-0.0421170400321349,-0.00549255117793626,-0.104719614288091,-0.00997959020650277,-0.103331255019842,-0.0145646704848249,0.00319232623765623,-0.00617021930626432,0.0741996190458232,-0.0181797004492484,0.0638277711777401,-0.0107880587415594,0.00181913312012823
"ERR9604294",-0.0970238916616907,0.150255753859791,0.00291916154849406,-0.0396175392246498,0.110324318909096,0.0111930904077983,-0.00326480732718877,0.103097360869238,0.0520726439561154,-0.0394277253240454,0.00782208987250458,-0.0689219540977239,0.00231601911692397,-0.0827702178269332,0.11763068037808,-0.0597263625053839,-0.0568968733343427,-0.0763943773978819,-0.0352185894043396,0.0529118813711904,-0.0859815948035608,-0.0278371359959895,0.0401073579490791,0.0779807120217618,-0.0761462889427316,-0.013032967560574,-0.132490830048801,-0.0159440920350097,-0.134470052182792,0.000320567486644248,-0.0226073156747145,-0.00570254138351703,0.0911707589161557,-0.0267364965440486,0.0915408801312399,-0.0165083490131644,-0.0385265750132123
"ERR9604296",-0.0597529527436661,0.135200028323283,0.0222174201147686,0.0156142746360547,0.0836156719943004,-0.00132930284675577,0.00968057990877627,0.0762310456322025,0.042468942995177,-0.0210952141212937,0.0271270140792348,-0.0816423960404571,0.0499993892071463,-0.0384975776357853,0.100278924137098,-0.0274149060373338,-0.0393614373817225,-0.0432861093590294,-0.0237042438599979,0.0303538369202912,-0.0815166362845087,-0.0221912989251872,0.0346942342437537,0.0552846200689585,-0.0236963431487516,-0.018487811156888,-0.110400896141823,-0.0162432572703092,-0.100268806276746,-0.00903048394340353,0.024222140450361,-0.00529736773189152,0.095118259126723,-0.0371614837596619,0.053694320214011,-0.0151468557553297,-0.0480787018101377
"ERR9604297",-0.0485349854022319,0.13001528858804,0.0284518788383712,0.0294475160396099,0.0782056408404118,-0.00569349090986648,0.0116127652406387,0.0786317386001824,0.0312324405863877,-0.0180708980857524,0.0346500891084374,-0.0865672174605562,0.0637992506943557,-0.0267113294665424,0.0924668573426053,-0.0160842942218772,-0.0351374774857787,-0.0367371579609515,-0.0175123824543048,-0.00606156375130707,-0.0849823488131636,-0.0156134719353595,0.0620325674044679,0.048859915162238,-0.0115750411227891,-0.0155712255400416,-0.104922501363653,-0.0134810637270408,-0.0947986129915332,-0.0145832047403069,0.0365065394243139,-0.00233254521231318,0.0980070698104053,-0.0428815112718286,0.0374927612723534,-0.0149630025003158,-0.0488797509142271
"ERR9604298",-0.0527033238078456,0.132557553927843,0.0241296293655419,0.0236640662025288,0.0829419352274443,-0.00736678435621446,0.0113891122498731,0.0747390847255565,0.0407845875549157,-0.0205174419419982,0.0291597245333984,-0.0851087741701194,0.058390718397821,-0.0300530121063762,0.0992792134986597,-0.022580234570886,-0.0381374942345914,-0.0414960679366978,-0.0186262519878122,0.0304764388667787,-0.0859556880189162,-0.0191722206827567,0.0306178927879463,0.0497974763133536,-0.0126552708635755,-0.0149696104172248,-0.105551288617694,-0.0147811952355809,-0.0926400349847556,-0.00938219230589393,0.0342252967959356,-0.00280984256747682,0.0971432256329911,-0.0429484280088854,0.0450396120232109,-0.016342282312321,-0.0443067847048702
"ERR9604338",-0.0883229945732702,0.14498793744034,0.00716895852696646,-0.0365506446015205,0.0951094997916711,0.00919216255939601,-0.0023391512421001,0.0915235604312891,0.0341254169543432,-0.0381373745739717,0.0161930530876426,-0.0677051530249723,0.0107154589809512,-0.0815209915553185,0.101912450845648,-0.044349937639476,-0.0494298712886476,-0.0639430097773101,-0.0435027809845775,0.00996412033242807,-0.0868722641674652,-0.0267344447749001,0.048772141704357,0.06598789819898,-0.0758213323498765,-0.0261506518478649,-0.125758572130656,-0.0210541994668505,-0.137597957077921,-0.00498134229265188,-0.023525408684621,-0.00586875436879847,0.0885051210597475,-0.0301854677336848,0.0745429410063362,-0.0172458032315236,-0.042333599574526
"ERR9604342",-0.0921166681872142,0.143707541926257,0.00716425838487695,-0.0389281424918261,0.0954023348332403,0.0185488281216484,0.00976014369268027,0.10160465617633,0.0430098663708524,-0.0378687704666496,0.0143315625754024,-0.0617690623785917,0.00414127506852045,-0.0800497697257035,0.108536695968823,-0.0487948110350702,-0.0401568650851338,-0.0622885582160181,-0.041240838359196,-0.0150965868338732,-0.0802261116731521,-0.0210243697586125,0.0803879055215158,0.0703391331069199,-0.0798217729982313,4.47020927754732e-06,-0.127609785170738,-0.0103304437777814,-0.139098117807137,-0.00888553483464967,-0.0272150205037516,-0.00700619613422801,0.0756643796807339,-0.0170914954615805,0.0809007439652002,-0.0161490676670896,-0.0152558259380342
"ERR9604343",-0.0884480646663629,0.138773277596704,0.00256451890307157,-0.0404403149348702,0.0938705754786774,0.0111788148887687,0.00792743584235837,0.0915658938392075,0.0452232071737763,-0.0376846269992492,0.00815861590940712,-0.0555399007789404,0.00279368315346298,-0.0792246095270582,0.108099614230115,-0.045709812838718,-0.0371222141783532,-0.0618342314312193,-0.0417674262627376,0.0182853265647552,-0.0726952244241173,-0.023662637390442,0.045494941279542,0.0694235475849567,-0.0769528236617091,-0.00816994167332649,-0.1224663096496,-0.0115605287515946,-0.133258813443373,-0.00761738601026334,-0.0261349347257989,-0.00566483078112949,0.0677481636416601,-0.0166436210504153,0.0766257703684569,-0.0153700733151084,-0.00652224916945401
"SRR10030449",0.0349350742643293,-0.0320602008188026,0.0508366103003759,0.0347122646719577,-0.0654069781254619,0.0682371889190019,-0.00510875983483375,0.0327288030739976,-0.0438614828293149,0.0694303833044928,0.00533455749537314,-0.0182119296938538,0.00645764765607798,-0.0134863843687998,-0.0417916656005695,0.0425853832200161,0.0933589597669259,0.0624567570216124,-0.0453128661552751,0.0263585738691709,0.0735877819647514,-0.0307747207835879,-0.0150463038612761,0.0495947137438345,0.0227849906765674,-0.0235600640898882,0.045124361696648,-0.0235086701067659,0.0168332142200029,-0.0173801589728884,-0.0188840577234072,-0.016093666490393,-0.0254302469983423,0.0245878962291322,0.0266481139936186,-0.0279013527620749,0.0680270980366922
"SRR10030450",0.0337165183741095,-0.0329735416681301,0.0523147830952731,0.0348168037852418,-0.0645664922792395,0.0764231111771955,-0.0122625867646944,0.0302058579665794,-0.0461227526380286,0.0706683438637088,0.00709276494243376,-0.0172536220724616,0.00708303959245367,-0.0111598631454447,-0.0412869604725667,0.0416722087244079,0.0904742619239115,0.0643507440520776,-0.0452539628449697,0.0251160116754075,0.076646649884167,-0.0281107679303613,-0.0149160570606939,0.0483691040971884,0.0224266843686965,-0.0257274380884311,0.0482101881758237,-0.0249325688705409,0.0187019843739036,-0.0173801589728884,-0.0160910114016311,-0.0158230905827704,-0.026286319826116,0.0191496223307251,0.0221211003685084,-0.0260599117722834,0.074153556202622
"SRR10030451",0.0343594847570474,-0.0336809900265545,0.0516271056892765,0.0335459699063779,-0.068379671654167,0.0767409245120917,-0.0136879617057853,0.0318575627440288,-0.0530698999784225,0.0690343737716634,0.00336375779497688,-0.017561276417398,0.00287255857678676,-0.0135735391983515,-0.0405017349948293,0.0423600259140933,0.0919229852474513,0.0624919514347405,-0.0432043731739521,0.0270613966215288,0.0764460904222835,-0.0304827668137184,-0.0158370154253128,0.0489724514455181,0.0198426850766181,-0.0265001018937955,0.0487199321009767,-0.0269209608145281,0.0255541293320593,-0.0173801589728884,-0.0228301373517326,-0.0160045954948719,-0.0260658302104358,0.0177100071942431,0.0196096092113351,-0.0261610666289417,0.0602958912301114
"SRR10030452",0.033141666380942,-0.032694415240541,0.0503092133561787,0.0352063364643728,-0.0671455997568019,0.0692675631163706,-0.00982307676919492,0.0309698261329356,-0.0456642870584132,0.0703056678490693,0.00649777054743474,-0.0174413533528059,0.00471398571145035,-0.0126450388427625,-0.0424087678910525,0.0430167482716909,0.0937423571078329,0.0611241041022333,-0.0444337405621467,0.024309737937831,0.0786716485919586,-0.0322450144612531,-0.0159152144804399,0.0487741744681242,0.0218501077630382,-0.0310468083655519,0.0454012195614127,-0.0201976521141114,0.020231559358116,-0.0173801589728884,-0.0182335289390356,-0.0165597190845471,-0.0266204255151218,0.0249092620499555,0.0226092525264446,-0.024466013063301,0.0575050825101116
"SRR10030453",0.0336654025458466,-0.0330802789985616,0.0509120525726398,0.0323410472112294,-0.0641842836541329,0.072067523236863,-0.00557619828688699,0.0308206425114351,-0.0483387504709977,0.0706881890975633,0.0102828704553896,-0.0165455891118216,0.00483016746097207,-0.0128562483927052,-0.0437106822834424,0.0401196891120134,0.0914004029455145,0.0618297437316658,-0.0452539825992828,0.0261672028957895,0.0735983541179198,-0.0288881653601425,-0.015112893974574,0.0484849556978531,0.0186134725141334,-0.0266104113114426,0.0467229650266575,-0.023817839496654,0.021598284262339,-0.0173801589728884,-0.0193871740510635,-0.0162885448115361,-0.0259001855880586,0.0215604444780315,0.0238997453989438,-0.0270104635946603,0.0601340618729205
"SRR10030454",0.0343497782181715,-0.0325967453606826,0.0497310110970514,0.0348750076773565,-0.0655019517879849,0.0724375531656175,-0.0139487520204754,0.034564011881991,-0.0461516113827499,0.0715929359506964,0.00292516372096562,-0.0176755219884087,0.00528929184338426,-0.0122630192906018,-0.0424684693626274,0.0395813787635763,0.0966501894503545,0.0656455665477125,-0.0436882990549412,0.0272802066923517,0.0754120960604971,-0.0305736644934571,-0.0156870304275134,0.0501466403874064,0.0216144741659291,-0.0240798051821872,0.0496262521514776,-0.0246007100418908,0.0187011920891705,-0.0173801589728884,-0.0198315577468806,-0.0142071336231295,-0.0254789114132781,0.018802788409953,0.0249693218994108,-0.0260906375465599,0.0655614905568967
"SRR10030455",0.0349004131040896,-0.0333728467190209,0.0496635580341019,0.0335508919348302,-0.0623760814643463,0.0744436885565226,-0.0125891498355921,0.0350562209800394,-0.0490336477284092,0.0693893910679788,0.000457801357361024,-0.0179616692165161,0.00321846037877218,-0.0131176575636502,-0.0425165385787191,0.0400207849980002,0.0914710972322073,0.0630788577169731,-0.0438065258600529,0.0285866812637185,0.078899120924078,-0.031210060540883,-0.0150041412700096,0.0479966252867897,0.0214319491321143,-0.0270645861335237,0.0481997011939885,-0.0256144444152449,0.0182308919894703,-0.0173801589728884,-0.0191754569432992,-0.0141838377033155,-0.0255592139501895,0.0254290818566242,0.0221996909378208,-0.0260114189502733,0.070170484945894
"SRR10030456",0.0335550653572418,-0.0319408406165606,0.0505861135358401,0.0372221780799483,-0.0678326286166041,0.0730995109900967,-0.00433969272724149,0.0364176252308564,-0.0464383170675298,0.0695318485841188,0.00733420963392545,-0.0162538954932003,0.00499770027573944,-0.0124017065603175,-0.0435276637392365,0.0426773116216561,0.0899830843122286,0.0618482502197739,-0.0449776021731478,0.0256757652748751,0.0793204414478219,-0.0295290583056243,-0.0164636465181744,0.0497354100902845,0.0227252003072035,-0.0286094109686753,0.0481504553317112,-0.0230586567881018,0.0189915771752794,-0.0173801589728884,-0.0209985732419701,-0.0165393732084945,-0.0256966699436579,0.0189493471121005,0.0233836955195837,-0.0254053925642111,0.067324472218828
"SRR10030457",0.0334567479331949,-0.0319337105583405,0.051566355839876,0.0353799799935307,-0.0683000123785977,0.0706004379621188,-0.0114125379932297,0.0316149003412172,-0.0450318829968749,0.0706852761140627,-0.000437189557115928,-0.0175946268439924,0.00530473552647193,-0.0141283336410347,-0.0414429111072806,0.0416667696165635,0.0883564631045565,0.0633988723444493,-0.0431101616352984,0.0245794929769215,0.0752137615277714,-0.0277852934336367,-0.0132036500304158,0.0485206179134774,0.0237626538644135,-0.0248655883885318,0.0458391934808637,-0.0242046636494846,0.0129258334658871,-0.0173801589728884,-0.015144399104019,-0.0160690652887256,-0.0259304178711792,0.0231516755987619,0.0224732543676878,-0.0277328130206076,0.066015414994155
"SRR10030458",0.0340822370857839,-0.0320136436729134,0.0525084719092619,0.032467686372307,-0.0629560114854146,0.076677727362658,0.000137725824077246,0.0268631899717741,-0.0534771142315988,0.0700442880577069,0.00495727786134831,-0.0165204562496774,0.00410083950337089,-0.0132571756822565,-0.0422397513397873,0.0399696035768294,0.0965162536980263,0.0628846825378349,-0.0452444220698258,0.0280197683642917,0.0768914552245516,-0.0311791891371205,-0.0143984588257495,0.0475537750263212,0.0215349935792462,-0.0262594462790652,0.0456203997189208,-0.0166581693733638,0.0172732607030108,-0.0173801589728884,-0.0188606762166366,-0.0161252865637034,-0.0260654949048478,0.0231151436512136,0.0251197544267374,-0.0265678134250224,0.0722989872946495
"SRR10030459",0.0344289933184285,-0.0323075574579155,0.0512263347290116,0.0318830320955377,-0.0638829831616875,0.076801684388156,-0.0156474776427302,0.0291704161872221,-0.0465791471933929,0.0689519059207043,0.00702265156750634,-0.0180240203399959,0.00387446348681769,-0.0126745680903627,-0.0405134273037371,0.0433079644439574,0.0922346573490232,0.0635044422847131,-0.0445813367606686,0.0267835878459256,0.0720031390175866,-0.0284346511780026,-0.0143849019817161,0.049701116518824,0.0237080579793885,-0.0228227068577794,0.044585574337467,-0.0279553194805192,0.0205702722644106,-0.0173801589728884,-0.0172450556247673,-0.0153827014267581,-0.0263892658846956,0.0164393411553267,0.0267092567038382,-0.0273213983934627,0.0618648386243426
"SRR10030460",0.0345599389065268,-0.0323158706147912,0.051732650415268,0.0365999381768764,-0.06768975098716,0.0734420024001241,-0.0117444944471108,0.0286116328675003,-0.0491362509728407,0.0696828258865707,0.00355744566035098,-0.0175367362050959,0.00320962544895363,-0.0129343497028701,-0.0435686713977311,0.0424828468543794,0.0939702285045567,0.0641847116432668,-0.0462167978634658,0.0245335187383628,0.0761580659498628,-0.0314035272604937,-0.0148567669794793,0.0489250965244988,0.022724050460452,-0.0283283047094602,0.0457751106287643,-0.0223514272283958,0.0185001785819255,-0.0173801589728884,-0.01666036236983,-0.0168668485934396,-0.0258723251092687,0.0192075453138069,0.0253031668677561,-0.0266457863089513,0.0612914029281169
"SRR10030461",0.034583321979096,-0.0315111724683182,0.0510158694792045,0.0340530978016012,-0.0651909349819021,0.0707711751943206,-0.0137985798340616,0.030018766827677,-0.046575903316646,0.0728247071569992,0.00307989988196042,-0.0183458217405543,0.00434895683550788,-0.0135793108316193,-0.0418666508503328,0.0422131654458822,0.0934223582197763,0.0611184004848441,-0.042772940908381,0.0249242079886272,0.0774091540996206,-0.0306962333765643,-0.0145992187095183,0.048842190857126,0.0213067621519347,-0.0262780671716163,0.0468744868006888,-0.0278920351499488,0.0225514529711128,-0.0173801589728884,-0.0215258043231201,-0.0161135256689412,-0.0260430772635622,0.0251584580769147,0.0245067952554764,-0.0247967991323469,0.0669302380884163
"SRR10030462",0.0355510565182282,-0.0320496523790018,0.0511498631836134,0.0330610150590012,-0.0643569247470733,0.075547298632404,-0.0191670380359936,0.0350159764484327,-0.0528670310268408,0.0699862098826111,0.00444908705751732,-0.0169192627269807,0.0058373194863398,-0.0125240348146267,-0.0405887805979758,0.0402482312893573,0.0903149331301727,0.0623464847567238,-0.0468946876117143,0.0314051128872173,0.0774012489917257,-0.0308292224458618,-0.0124198736940494,0.0484571915279774,0.024127148504951,-0.0296844366925157,0.0474671626479975,-0.0184966766656983,0.0164543127550075,-0.0127350772834973,-0.019325960537679,-0.0161435783769373,-0.0258850219267473,0.022935858129622,0.0218851741339402,-0.0260593592057272,0.0629093836318495
"SRR10030463",0.0331996380314059,-0.0334013193950121,0.0516233208298236,0.0363980548806465,-0.0641017442448351,0.0701541642058843,-0.0198853480253316,0.0342633639809064,-0.0449528639303818,0.0679459744015125,0.00609759882136382,-0.0171122214907439,0.00572361108030833,-0.0137774276701956,-0.0427575749390855,0.042114070943572,0.0966917091424639,0.0642214261641508,-0.0435501353838475,0.0276066895048939,0.0747566618931941,-0.02697048530792,-0.0151441339632965,0.0481622144220416,0.0224595622106219,-0.0275158804315323,0.0482884231250664,-0.0240281373508998,0.0193636827398672,-0.0121840110504671,-0.0166198049198689,-0.0149211890222706,-0.025939354283179,0.0201409663974464,0.022725734721398,-0.0272611301381185,0.0674595927930006
"SRR10030464",0.0357345798836906,-0.0329223481449577,0.0517337811890893,0.0360142323054244,-0.0675658398512983,0.0728545411388601,-0.0119144226154805,0.040263920476314,-0.0491898312900008,0.069581282674013,0.00218798936787592,-0.0180313084095293,0.00817587954513971,-0.013099502396505,-0.0398623115738559,0.0417975876360256,0.0930561692718883,0.0647468561068696,-0.0434931619688454,0.0257011919036595,0.0795495703481692,-0.0307752316298033,-0.0140346199443283,0.0487146642332979,0.0233034311796204,-0.0306268157131449,0.0458076623879753,-0.0309161268068883,0.0218078300437138,-0.00590652995054116,-0.0186410310340434,-0.0158550322239115,-0.0259229766967601,0.019495014041552,0.0251604519988801,-0.0273711932741457,0.0732332846803393
"SRR10030465",0.0350554552095068,-0.0324785130298851,0.0516534028911211,0.0357870455168951,-0.0644417739923769,0.0714035036649849,-0.0150312279473579,0.0344979860785826,-0.0421324222382625,0.0697234869216905,0.00259781635120871,-0.0179685326212801,0.00576193143086202,-0.0131090275804475,-0.0426107625572113,0.0426087507154977,0.0900394822556706,0.063280732501027,-0.0453776197220509,0.0304339813224406,0.0796319803690228,-0.029976465524661,-0.0130176847896854,0.0480563961910273,0.0209632366289716,-0.0308765411198225,0.0475364457617408,-0.0269257807845769,0.0181951911028567,-0.0173801589728884,-0.0169642762046539,-0.0179661340182146,-0.0261546999835194,0.0256809092761721,0.0244348883303132,-0.0276443600761818,0.0612017167591784
"SRR10030466",0.0336169297515989,-0.0320352963201943,0.0516611405564483,0.0353893807925965,-0.0630473005629562,0.0724329353357541,-0.00873278723294813,0.0267582484885702,-0.0447126122621404,0.0710731881691126,0.00251141830720838,-0.0163757211756241,0.00600812244356801,-0.013037289713844,-0.0403517530045896,0.0444686119582869,0.0926897722964318,0.0650450925878992,-0.0462191580962795,0.0266102715790506,0.072798873221182,-0.0285858591711637,-0.0143370393644609,0.0485159737592965,0.0204134967274583,-0.0275843888426977,0.0454827167250264,-0.026299561938309,0.0220191552755685,-0.0173801589728884,-0.0172849836302073,-0.0159433928604673,-0.0266049649535111,0.0213911128541018,0.0259228195714926,-0.0273139854055819,0.0688075397012358
"SRR10030467",0.0363265350378143,-0.0328593147105954,0.0501930830314851,0.0336269929700492,-0.0642809865059707,0.0707547459875831,-0.0150038007498398,0.035106665282215,-0.0503937241727633,0.0710086543786079,0.00378288605774639,-0.0180723740301369,0.00486185913822061,-0.0127316870092535,-0.0441383491821393,0.0405751667773076,0.0939600455737475,0.0608435269852063,-0.0457513617049212,0.0271992643094381,0.075205328879629,-0.0268674154513935,-0.0128492322877478,0.0491061325547888,0.0225031499266452,-0.0249986959467362,0.0460469298037144,-0.026328409912338,0.0169753259500531,-0.0173801589728884,-0.0171356693165467,-0.016271132473377,-0.0257027112120253,0.0262113290924295,0.0238044170731357,-0.0265440891013304,0.0765011867316188
"SRR10030468",0.0347878619414561,-0.0324590023044175,0.0501762867660107,0.0344914825542039,-0.0629485349433403,0.0675697076745688,-0.0114505455096227,0.0276907044536286,-0.052105969240248,0.0712962204565696,0.00341027095988561,-0.0174573971972797,0.00630494140994437,-0.0129356757744335,-0.041951459377483,0.0413937096162626,0.0971189470784644,0.061343923587444,-0.0431685379329949,0.0256825061499284,0.0729840326154588,-0.0269981311180216,-0.0139679189497108,0.0494369933762369,0.0208518126185728,-0.0277956537181414,0.0477911877890405,-0.0238167887434033,0.0145676970604794,-0.0126962533486361,-0.0199913818901829,-0.0154666871842896,-0.0266764474897567,0.026701533582408,0.0262412968681116,-0.0276312311845751,0.0638959913424272
"SRR10030469",0.0353367373172054,-0.0332116317073244,0.0502204853677583,0.0335887607270364,-0.0630161867845522,0.072238507541725,-0.019206661103556,0.0295899349838574,-0.0430740467605673,0.0705990457377983,0.00721946744044261,-0.0177566454562158,0.00458476833523659,-0.0136467079797592,-0.0402927984940383,0.0414392233048698,0.0969704254804774,0.0625164669906935,-0.0465616246811122,0.0240218244451463,0.0750459793800741,-0.0309141137128663,-0.015186596294316,0.0491453134713023,0.0222536307748682,-0.0239952788747081,0.0441518816269416,-0.0273992967014734,0.0168732164654933,-0.0173801589728884,-0.0207156216621943,-0.0139405370530306,-0.0257911896410727,0.0192498274230158,0.0211239017745159,-0.025828488609287,0.0689614880235453
"SRR10030470",0.0330495336938024,-0.0322436985004386,0.0514190352160176,0.0338264277383287,-0.0644202664283181,0.0724826932548833,-0.0131829416392469,0.0356430080775052,-0.0452322847283478,0.0686139338114583,0.00263735887227371,-0.0175886828414218,0.00636883622996611,-0.0125715564813252,-0.0413244324801628,0.0394743633447217,0.0936752753382449,0.0626558212851933,-0.0426088279327721,0.0250751463881185,0.076934646558901,-0.0283353902808402,-0.016922838059926,0.0485841121216112,0.0227198479680619,-0.0279103560230321,0.0469382134119906,-0.0255392236779741,0.0173628244037546,-0.0173801589728884,-0.0186336782794672,-0.0145889327173522,-0.0260642441821752,0.0137888131676293,0.0226160981964493,-0.026417381314557,0.0616169720806555
"SRR10030471",0.0353122671337278,-0.0325910548705611,0.0505227593738076,0.0354680146101497,-0.0614863641099112,0.0739828799407767,-0.0119268833949834,0.0358325560261869,-0.0425699017076858,0.0720853579242755,0.0042495884260198,-0.017255012828979,0.0049116346534366,-0.0130476084612879,-0.0451045542847209,0.0437808120249028,0.09133251665816,0.0634767450508032,-0.0476399736714091,0.0292214875870708,0.0736235477649328,-0.0303858193235413,-0.0166802647006346,0.0480261204844142,0.0228361187842298,-0.0281066679152455,0.045969191563364,-0.0244477942573473,0.0192820333052659,-0.0173801589728884,-0.0162261120039752,-0.0147613160556846,-0.025489455188477,0.027006487507219,0.0214233422513414,-0.0267004372289522,0.0726874737119533
"SRR10030472",0.0338459424207581,-0.0324227761798338,0.0502095016998293,0.0341631088757251,-0.0637799703209595,0.0746561228356928,-0.0123415558442167,0.0272771549780788,-0.0497347305557941,0.0719958396545752,0.00279438111942199,-0.0172866186024044,0.00499936808991282,-0.0127286897640369,-0.0409252809291499,0.0399614836164166,0.0902005067238403,0.0596855002066549,-0.0435982340495707,0.0272656599200356,0.0742054815621327,-0.0304707639133998,-0.0142663842364534,0.0481354698159918,0.0212442320261681,-0.0295048451656114,0.046849781674041,-0.0305749330688472,0.0167616604586151,-0.0173801589728884,-0.0179123681730274,-0.0130098653971784,-0.0263956555132661,0.0205963177297274,0.0267893955434277,-0.0262965534743612,0.0740348983604931
"SRR10030473",0.0346229581474767,-0.0325366939843882,0.0500850391619118,0.0332691545178553,-0.0617988016114169,0.0710642689860891,-0.0101759351754573,0.0332696741284923,-0.0427464708959067,0.0697698363006795,0.00376772021372816,-0.0171300363196043,0.00381299604704128,-0.012206157509211,-0.0415282544980145,0.04200526486451,0.0925801368938246,0.0627662832712883,-0.043972245720877,0.0269684195593409,0.0772105748100444,-0.0299544608467221,-0.0127886419876989,0.0484072911708222,0.0230705660883269,-0.0247259881643228,0.0481209877031144,-0.0243600879069483,0.0191510927237917,-0.0124336950860508,-0.0182995379852269,-0.0157402272811672,-0.0263156831959716,0.0245803045081547,0.0265122950089327,-0.02670894515866,0.0599257397346322
"SRR10030474",0.0363623284869391,-0.0319529543012991,0.0496567747597844,0.0334154842383201,-0.0631209573130952,0.0763337814395238,-0.0108269062012205,0.0336389564150082,-0.0453557865446419,0.0723864703572315,0.00586461766639763,-0.0167589580459121,0.00382032439114718,-0.0141484378826509,-0.0406320463056098,0.0436910599410274,0.091053430128454,0.0650057408154022,-0.0464043920703872,0.0283680706067162,0.077487558962177,-0.0320662794440999,-0.0138655709341276,0.0492325908376282,0.0221592444275439,-0.0316941076197483,0.0491985270240472,-0.0220657560393111,0.022583087465428,-0.0138351920349689,-0.0173626249037879,-0.0139195245303378,-0.0259977030362852,0.0220708951824335,0.025863988419233,-0.0240795757387394,0.0621537772372058
"SRR10030475",0.0346279178957527,-0.0334519237789763,0.0510075633608636,0.0350213903974886,-0.0631965217385381,0.0719898304107525,-0.00935582046474502,0.0354914235795104,-0.0471782497493448,0.0662349719437447,0.00284409240218839,-0.0188287488097954,0.0023507124620218,-0.0136402148044,-0.0401978294245345,0.0402268302339639,0.0906714884145728,0.060639852062077,-0.0456764829916545,0.0256162984967835,0.0754001784243868,-0.0276937413504934,-0.0173277953619994,0.0494011754777959,0.0219691306473371,-0.0280166613805134,0.0469896620193549,-0.0280563454492625,0.0187753350747016,-0.0173801589728884,-0.0238280245434149,-0.0151779781044061,-0.0267697800066638,0.0205819297681157,0.0194821054589955,-0.0256351781688983,0.0689665737911804
"SRR10030476",0.0322702933855125,-0.0376748693145386,0.0503572701589446,0.0309686402769278,-0.0656470665303105,0.075948061550659,-0.0169741181245189,0.0352593575764914,-0.0509403873140174,0.0715919061853511,0.011587916523564,-0.0168737822527626,0.00569068042533634,-0.0171264707278594,-0.0447549232048456,0.0461622690252172,0.096795897035413,0.0625069492672066,-0.0466431220606888,0.0244545563735739,0.0756115536022409,-0.0310026771080314,-0.0144210569946685,0.049352311274017,0.0193288353256594,-0.0339909969489687,0.0455846709446901,-0.0277225158920247,0.0114987116731005,-0.0173801589728884,-0.0188178568669871,-0.0189359850901399,-0.0287154029447473,0.0262571618820643,0.0179553132874898,-0.0307086665470271,0.0550318619316256
"SRR10030477",0.0348180699253308,-0.0328894015879113,0.049710247276638,0.0349822310275887,-0.0662655468189604,0.0741473018806015,-0.013687880471688,0.0312202517866007,-0.0500494616394643,0.0710358949950631,0.00141099757700725,-0.0158975313286675,0.0069028815542057,-0.0125279110191351,-0.0399840899778266,0.0413472120762136,0.0933637590835435,0.0626911368547227,-0.0456874130006581,0.0243544519539446,0.0708216183519722,-0.0305549649054263,-0.0120425509323098,0.0501412812118201,0.0207628143084735,-0.0221089146453102,0.0454829888895821,-0.0274056261779211,0.0196485989902531,-0.0173801589728884,-0.0201631493809803,-0.0158409733084973,-0.0256615705702542,0.0207461560928491,0.0249723481681862,-0.026868178397827,0.0737291639821716
"SRR10030478",0.0343519846109528,-0.0332535369146262,0.0508663311730827,0.0344235844958588,-0.0628893871761278,0.0728051630449709,-0.0118492111682373,0.0338910156393185,-0.0481801592126461,0.0705309722550115,0.00310077472864864,-0.018285483035393,0.00296243272701515,-0.0132172580348631,-0.0415216537817619,0.0437375528559951,0.0903903427005699,0.0624122139360906,-0.0456463259603617,0.0282130942135629,0.0759127582376919,-0.031838281622629,-0.0136925533081528,0.0512079207685058,0.0234699112786169,-0.022688690822939,0.0460381329498031,-0.0197375826061041,0.0185632023623586,-0.0105399312031903,-0.0156188794667591,-0.0147962948984027,-0.0263916039034292,0.0220688352355971,0.0236219766666636,-0.0247919030153538,0.0511496485059198
