target_id,SRR13824033,SRR13824030,SRR13824004,SRR13824032,SRR13823989,SRR13824011,SRR13824003,SRR13823991,SRR13824015,SRR13823996,SRR13824001,SRR13824025,SRR13823990,SRR13824014,SRR13823992,SRR13823988,SRR13824009,SRR13824031,SRR13824020,SRR13824007,SRR13824022,SRR13824005,SRR13823994,SRR13824023,SRR13824021,SRR13824008,SRR13824024,SRR13824012,SRR13824039,SRR13823997,SRR13824028,SRR13824002,SRR13824018,SRR13824034,SRR13824010,SRR13824013,SRR13824029,SRR13824016,SRR13824035,SRR13824026,SRR13824019,SRR13824000,SRR13824006,SRR13823998,SRR13823995,SRR13824027,SRR13823999,SRR13824017,SRR13823993
AT3G61670.1,1.46951,3.48796,0.725918,2.55638,2.84504,0.0,1.51443,2.55736,3.98438,3.34693,4.44079,2.6122,2.9672,2.09485,2.0215,2.3508,1.67755,0.0,3.88786,1.36558,3.81877,0.492363,4.69365,0.0,0.874884,3.52962,2.77069,3.50336,0.0,0.0,4.04703,1.74486,3.82579,4.42872,4.8226,2.88159,3.03551,2.60175,0.0,2.58401,1.19765,4.13938,2.33797,2.89599,2.2433,1.77137,3.52769,3.10405,2.58045
AT3G61670.2,0.0,0.402739,0.0,2.18081,1.53248,0.0,0.0,0.0,1.42998,0.504069,0.683907,1.25984,1.34507,2.34454,1.26588,0.0,0.0,1.30866,0.895887,0.0,1.01113,0.0,1.23442,0.0,0.0,0.0,0.381313,0.603569,0.0,0.0,1.2367,0.549125,1.60375,0.895574,1.5095,1.7274,0.553852,0.943802,0.0,1.18824,2.1915,0.0,1.09165,1.17932,0.8187,1.64716,0.0,0.546247,1.56408
AT3G61680.1,0.0,1.96262,2.40841,1.27949,2.52349,0.0,0.0,2.12117,2.06665,3.04618,0.0,1.87214,1.60634,0.499674,2.90733,3.21903,0.0,0.0,1.42346,1.00681,1.93561,0.0,4.80133,1.32581,0.967548,1.67291,1.70945,1.61379,0.0,0.0,1.47233,1.09601,1.94921,1.78893,0.0,2.38237,0.938851,1.13033,0.0,1.46642,0.0,0.0,0.76669,2.83779,0.751684,1.74629,0.0,1.35241,2.08073
AT3G61680.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT3G61680.3,0.0,0.0,0.0,0.0,0.0,0.0,0.604941,0.0,0.0,0.0,1.81461,0.0,0.0,0.0,0.0,0.0,2.0103,0.540315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665221,0.0,0.0,0.0,0.0,0.0,1.03742,2.48058,0.0,0.0,4.89061e-09,0.0,0.0,0.0,0.0
AT3G61690.1,0.0,3.91458,7.16305,0.0,2.50079,0.0,1.89282,2.70829,0.0,0.0,0.0,0.0,0.0,0.636685,4.00693e-07,0.0,2.5197,0.0,0.0,0.0,4.07866e-08,1.80759,0.0,0.0,0.0,3.41753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71584,0.0,0.0,2.63718,0.0,0.0,0.0,1.95582,3.73956,0.0,0.0,2.07599,0.0,0.0,3.18775e-08,0.0
AT3G61690.2,2.92853,0.0,0.0,3.50812,0.0,0.0,0.0,0.0,4.27241,3.2808,2.96142,3.40475,0.0,2.17042,3.71494,2.7978,0.0,1.7154,3.0705,0.0,2.6674,0.0,4.39155,0.0,0.0,0.0,3.79898,3.61306,0.0,0.0,2.62299,4.52513,3.29961,2.40966,2.41252,3.1235,0.0,1.86668,0.0,4.23399,0.0,0.0,2.78828,2.61666,0.890489,4.46277,0.0,4.58584,3.46106
AT3G61690.3,0.0,0.0971401,0.0123403,0.0,0.0,0.0,1.12836,0.0,0.442305,0.0,0.0,0.230669,4.4843,0.0,0.0,0.0,1.3019,0.0,0.142194,2.63497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42194,0.0,0.0,0.0,0.534861,0.0,0.0,0.0,0.163474,0.0,0.674295,0.928992,0.0,0.0,0.0,0.0,0.154644,0.0,0.0,2.04145,0.336499,0.0
AT3G61700.1,0.0,0.254747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084135,0.434732,0.0759672,0.0,0.216203,0.0,0.0,0.0,0.0,0.0,0.653438,0.0979297,0.0,0.0,0.0,0.0,0.723608,0.211402,0.538864,0.0,0.0,0.477769,0.474078,0.421718,0.160198,0.0,0.103115,0.304655,0.24453,0.0,0.475872,0.0,0.0,0.597072,0.0,0.0,0.0,0.0,0.438793,0.0
AT3G61700.2,0.0,7.65056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66232e-05,0.000206262,1.26398e-05,0.0,5.34883e-05,0.0,0.0,0.0,0.0,0.0,0.000176053,9.6117e-06,0.0,0.0,0.0,0.0,0.000420074,3.22954e-05,6.32263e-05,0.0,0.0,0.0001446,0.00027098,8.79697e-05,2.90302e-05,0.0,1.78357e-05,9.29239e-05,7.17486e-05,0.0,0.000123336,0.0,0.0,0.000204578,0.0,0.0,0.0,0.0,0.000194186,0.0
